0,1,s_close,s_date
"Jun 30, 16",10.80,10.80,"Jun 30, 16"
"Jul 04, 16",10.85,10.85,"Jul 04, 16"
"Jul 11, 16",11.07,11.07,"Jul 11, 16"
"Jul 12, 16",11.13,11.13,"Jul 12, 16"
"Jul 13, 16",11.10,11.10,"Jul 13, 16"
"Jul 14, 16",11.00,11.00,"Jul 14, 16"
"Jul 15, 16",11.02,11.02,"Jul 15, 16"
"Jul 18, 16",11.03,11.03,"Jul 18, 16"
"Jul 19, 16",11.11,11.11,"Jul 19, 16"
"Jul 20, 16",11.04,11.04,"Jul 20, 16"
"Jul 21, 16",11.05,11.05,"Jul 21, 16"
"Jul 22, 16",11.26,11.26,"Jul 22, 16"
"Jul 25, 16",10.41,10.41,"Jul 25, 16"
"Jul 26, 16",10.48,10.48,"Jul 26, 16"
"Jul 27, 16",10.36,10.36,"Jul 27, 16"
"Jul 28, 16",10.41,10.41,"Jul 28, 16"
"Jul 29, 16",10.33,10.33,"Jul 29, 16"
"Aug 01, 16",10.30,10.30,"Aug 01, 16"
"Aug 02, 16",10.42,10.42,"Aug 02, 16"
"Aug 03, 16",10.26,10.26,"Aug 03, 16"
"Aug 04, 16",10.38,10.38,"Aug 04, 16"
"Aug 05, 16",10.35,10.35,"Aug 05, 16"
"Aug 08, 16",10.21,10.21,"Aug 08, 16"
"Aug 09, 16",10.30,10.30,"Aug 09, 16"
"Aug 10, 16",10.49,10.49,"Aug 10, 16"
"Aug 11, 16",10.31,10.31,"Aug 11, 16"
"Aug 12, 16",10.29,10.29,"Aug 12, 16"
"Aug 15, 16",10.48,10.48,"Aug 15, 16"
"Aug 16, 16",10.35,10.35,"Aug 16, 16"
"Aug 17, 16",10.40,10.40,"Aug 17, 16"
"Aug 18, 16",10.40,10.40,"Aug 18, 16"
"Aug 19, 16",10.35,10.35,"Aug 19, 16"
"Aug 22, 16",10.41,10.41,"Aug 22, 16"
"Aug 23, 16",10.30,10.30,"Aug 23, 16"
"Aug 24, 16",10.42,10.42,"Aug 24, 16"
"Aug 25, 16",10.50,10.50,"Aug 25, 16"
"Aug 26, 16",10.40,10.40,"Aug 26, 16"
"Aug 29, 16",10.42,10.42,"Aug 29, 16"
"Aug 30, 16",10.49,10.49,"Aug 30, 16"
"Aug 31, 16",10.36,10.36,"Aug 31, 16"
"Sep 01, 16",10.46,10.46,"Sep 01, 16"
"Sep 02, 16",10.36,10.36,"Sep 02, 16"
"Sep 05, 16",10.40,10.40,"Sep 05, 16"
"Sep 06, 16",10.40,10.40,"Sep 06, 16"
"Sep 07, 16",10.39,10.39,"Sep 07, 16"
"Sep 08, 16",10.41,10.41,"Sep 08, 16"
"Sep 09, 16",10.43,10.43,"Sep 09, 16"
"Sep 15, 16",10.40,10.40,"Sep 15, 16"
"Sep 16, 16",10.40,10.40,"Sep 16, 16"
"Sep 19, 16",10.31,10.31,"Sep 19, 16"
"Sep 20, 16",10.41,10.41,"Sep 20, 16"
"Sep 21, 16",10.35,10.35,"Sep 21, 16"
"Sep 22, 16",10.37,10.37,"Sep 22, 16"
"Sep 23, 16",10.40,10.40,"Sep 23, 16"
"Sep 26, 16",10.45,10.45,"Sep 26, 16"
"Sep 27, 16",10.49,10.49,"Sep 27, 16"
"Sep 28, 16",10.50,10.50,"Sep 28, 16"
"Sep 29, 16",10.41,10.41,"Sep 29, 16"
"Sep 30, 16",10.48,10.48,"Sep 30, 16"
"Oct 03, 16",10.73,10.73,"Oct 03, 16"
"Oct 04, 16",10.51,10.51,"Oct 04, 16"
"Oct 05, 16",10.60,10.60,"Oct 05, 16"
"Oct 06, 16",10.64,10.64,"Oct 06, 16"
"Oct 07, 16",10.60,10.60,"Oct 07, 16"
"Oct 10, 16",10.52,10.52,"Oct 10, 16"
"Oct 13, 16",10.51,10.51,"Oct 13, 16"
"Oct 14, 16",10.61,10.61,"Oct 14, 16"
"Oct 17, 16",10.60,10.60,"Oct 17, 16"
"Oct 18, 16",10.54,10.54,"Oct 18, 16"
"Oct 19, 16",10.59,10.59,"Oct 19, 16"
"Oct 20, 16",10.66,10.66,"Oct 20, 16"
"Oct 21, 16",10.70,10.70,"Oct 21, 16"
"Oct 24, 16",10.55,10.55,"Oct 24, 16"
"Oct 25, 16",10.59,10.59,"Oct 25, 16"
"Oct 26, 16",10.59,10.59,"Oct 26, 16"
"Oct 27, 16",10.53,10.53,"Oct 27, 16"
"Oct 28, 16",10.55,10.55,"Oct 28, 16"
"Oct 31, 16",10.57,10.57,"Oct 31, 16"
"Nov 01, 16",10.59,10.59,"Nov 01, 16"
"Nov 02, 16",10.65,10.65,"Nov 02, 16"
"Nov 03, 16",10.60,10.60,"Nov 03, 16"
"Nov 04, 16",10.61,10.61,"Nov 04, 16"
"Nov 07, 16",10.65,10.65,"Nov 07, 16"
"Nov 08, 16",10.73,10.73,"Nov 08, 16"
"Nov 09, 16",10.82,10.82,"Nov 09, 16"
"Nov 10, 16",10.79,10.79,"Nov 10, 16"
"Nov 11, 16",10.80,10.80,"Nov 11, 16"
"Nov 14, 16",10.78,10.78,"Nov 14, 16"
"Nov 15, 16",10.75,10.75,"Nov 15, 16"
"Nov 16, 16",10.77,10.77,"Nov 16, 16"
"Nov 17, 16",10.70,10.70,"Nov 17, 16"
"Nov 18, 16",10.65,10.65,"Nov 18, 16"
"Nov 21, 16",10.66,10.66,"Nov 21, 16"
"Nov 22, 16",10.70,10.70,"Nov 22, 16"
"Nov 23, 16",10.68,10.68,"Nov 23, 16"
"Nov 24, 16",10.73,10.73,"Nov 24, 16"
"Nov 25, 16",10.63,10.63,"Nov 25, 16"
"Nov 28, 16",10.65,10.65,"Nov 28, 16"
"Nov 29, 16",10.70,10.70,"Nov 29, 16"
"Nov 30, 16",10.70,10.70,"Nov 30, 16"
"Dec 01, 16",10.88,10.88,"Dec 01, 16"
"Dec 02, 16",10.92,10.92,"Dec 02, 16"
"Dec 05, 16",10.84,10.84,"Dec 05, 16"
"Dec 06, 16",10.84,10.84,"Dec 06, 16"
"Dec 07, 16",10.75,10.75,"Dec 07, 16"
"Dec 08, 16",10.87,10.87,"Dec 08, 16"
"Dec 09, 16",10.94,10.94,"Dec 09, 16"
"Dec 13, 16",10.95,10.95,"Dec 13, 16"
"Dec 14, 16",11.00,11.00,"Dec 14, 16"
"Dec 15, 16",11.00,11.00,"Dec 15, 16"
"Dec 16, 16",11.00,11.00,"Dec 16, 16"
"Dec 19, 16",10.89,10.89,"Dec 19, 16"
"Dec 20, 16",11.01,11.01,"Dec 20, 16"
"Dec 21, 16",11.00,11.00,"Dec 21, 16"
"Dec 22, 16",10.98,10.98,"Dec 22, 16"
"Dec 23, 16",10.92,10.92,"Dec 23, 16"
"Dec 26, 16",10.95,10.95,"Dec 26, 16"
