Date,Price,,,,,
2019-05-27,150.875,,,,,
2019-05-28,151.5,,,,,
2019-05-29,150.75,,,,,
2019-05-30,150.795,,,,,
2019-05-31,146.6,,,,,
2019-06-01,147.06,,,,,
2019-06-03,147.6,,,,,
2019-06-04,147.84,,,,,
2019-06-05,150.885,,,,,
2019-06-06,150.755,,,,,
2019-06-07,148,,,,,
2019-06-08,148.25,,,,,
2019-06-10,151.25,,,,,
2019-06-11,150.8,,,,,
2019-06-12,150.8,,,,,
2019-06-13,152.25,,,,,
2019-06-14,155,,,,,
2019-06-15,156.09,,,,,
2019-06-17,156.25,,,,,
2019-06-18,155.4,,,,,
2019-06-19,156.25,,,,,
2019-06-20,156.25,,,,,
2019-06-21,156.25,,,,,
2019-06-22,157.125,,,,,
2019-06-24,156.5,,,,,
2019-06-25,156.7,,,,,
2019-06-26,160.71,,,,,
2019-06-27,163.5,,,,,
2019-06-28,162.5,,,,,
2019-06-29,163.125,,,,,
2019-07-01,161.59,,,,,
2019-07-02,155.66,,,,,
2019-07-03,156.75,,,,,
2019-07-04,157.925,,,,,
2019-07-05,158,,,,,
2019-07-06,158,,,,,
2019-07-08,158.5,,,,,
2019-07-09,158.375,,,,,
2019-07-10,158.375,,,,,
2019-07-11,158.8,,,,,
2019-07-12,158.25,,,,,
2019-07-13,159.125,,,,,
2019-07-15,159.05,,,,,
2019-07-16,159.05,,,,,
2019-07-17,159.25,,,,,
2019-07-18,159.5,,,,,
2019-07-19,159.9,,,,,
2019-07-20,159.95,,,,,
2019-07-22,159.25,,,,,
2019-07-23,159.04,,,,,
2019-07-24,160,,,,,
2019-07-25,159.8,,,,,
2019-07-26,160,,,,,
2019-07-27,161,,,,,
2019-07-29,160.25,,,,,
2019-07-30,160.625,,,,,
2019-07-31,160.55,,,,,
2019-08-01,160.5,,,,,
2019-08-02,158.62,,,,,
2019-08-03,159.79,,,,,
2019-08-05,160.25,,,,,
2019-08-06,160.25,,,,,
2019-08-07,159.75,,,,,
2019-08-08,159.875,,,,,
2019-08-09,157.45,,,,,
2019-08-10,158,,,,,
2019-08-12,160.25,,,,,
2019-08-13,160.25,,,,,
2019-08-14,160.25,,,,,
2019-08-15,159.71,,,,,
2019-08-16,157.55,,,,,
2019-08-17,158.75,,,,,
2019-08-19,160.125,,,,,
2019-08-20,160.15,,,,,
2019-08-21,160,,,,,
2019-08-22,159.5,,,,,
2019-08-23,159.5,,,,,
2019-08-24,159.5,,,,,
2019-08-26,159.625,,,,,
2019-08-27,159.5,,,,,
2019-08-28,159.675,,,,,
2019-08-29,157,,,,,
2019-08-30,156.8,,,,,
2019-08-31,157,,,,,
2019-09-02,156,,,,,
2019-09-03,156,,,,,
2019-09-04,156,,,,,
2019-09-05,156.3,,,,,
2019-09-06,156,,,,,
2019-09-07,156.5,,,,,
2019-09-09,156,,,,,
2019-09-10,156,,,,,
2019-09-11,156,,,,,
2019-09-12,155.8,,,,,
2019-09-13,156.58,,,,,
2019-09-14,156.58,,,,,
2019-09-16,156,,,,,
2019-09-17,156,,,,,
2019-09-18,156.3,,,,,
2019-09-19,155.9,,,,,
2019-09-20,155.8,,,,,
2019-09-21,156.65,,,,,
2019-09-23,156.15,,,,,
2019-09-24,155.5,,,,,
2019-09-25,156.15,,,,,
2019-09-26,156.15,,,,,
2019-09-27,156.2,,,,,
2019-09-28,156.85,,,,,
2019-09-30,156,,,,,
2019-10-01,156.15,,,,,
2019-10-02,156,,,,,
2019-10-03,156.1,,,,,
2019-10-04,156.45,,,,,
2019-10-05,156.975,,,,,
2019-10-07,156.25,,,,,
2019-10-08,156.18,,,,,
2019-10-09,156.01,,,,,
2019-10-10,155.9,,,,,
2019-10-11,155.85,,,,,
2019-10-12,156.675,,,,,
2019-10-14,155.8,,,,,
2019-10-15,155.85,,,,,
2019-10-16,155.75,,,,,
2019-10-17,155.9,,,,,
2019-10-18,155.75,,,,,
2019-10-19,156.375,,,,,
2019-10-21,155.8,,,,,
2019-10-22,155.7,,,,,
2019-10-23,155.45,,,,,
2019-10-24,154.7,,,,,
2019-10-25,155.28,,,,,
2019-10-26,156.145,,,,,
2019-10-28,155.29,,,,,
2019-10-29,154.35,,,,,
2019-10-30,154.9,,,,,
2019-10-31,154.95,,,,,
2019-11-01,154.46,,,,,
2019-11-02,154.86,,,,,
2019-11-04,155.15,,,,,
2019-11-05,155.45,,,,,
2019-11-06,155.4,,,,,
2019-11-07,155.4,,,,,
2019-11-08,155.4,,,,,
2019-11-09,156.2,,,,,
2019-11-11,155.5,,,,,
2019-11-12,155,,,,,
2019-11-13,154.93,,,,,
2019-11-14,155.98,,,,,
2019-11-15,154.78,,,,,
2019-11-16,155.31,,,,,
2019-11-18,154.87,,,,,
2019-11-19,155.35,,,,,
2019-11-20,154.88,,,,,
2019-11-21,154.75,,,,,
2019-11-22,155.4,,,,,
2019-11-23,156.2,,,,,
2019-11-25,155,,,,,
2019-11-26,155.98,,,,,
2019-11-27,155.15,,,,,
2019-11-28,155.24,,,,,
2019-11-29,155.15,,,,,
2019-11-30,155.5,,,,,
2019-12-02,154.75,,,,,
2019-12-03,154.8,,,,,
2019-12-04,154.69,,,,,
2019-12-05,154.7,,,,,
2019-12-06,153.93,,,,,
2019-12-07,154.555,,,,,
2019-12-09,154.75,,,,,
2019-12-10,155.98,,,,,
2019-12-11,153.93,,,,,
2019-12-12,154.55,,,,,
2019-12-13,153.98,,,,,
2019-12-14,154.65,,,,,
2019-12-16,154.12,,,,,
2019-12-17,154.45,,,,,
2019-12-18,153.97,,,,,
2019-12-19,153.98,,,,,
2019-12-20,154.25,,,,,
2019-12-21,154.95,,,,,
2019-12-23,154.46,,,,,
2019-12-24,153.9,,,,,
2019-12-25,154.5,,,,,
2019-12-26,154.04,,,,,
2019-12-27,154.35,,,,,
2019-12-28,154.85,,,,,
2019-12-30,154.6,,,,,
2019-12-31,154.5,,,,,
2020-01-01,154.47,,,,,
2020-01-02,154.6,,,,,
2020-01-03,154.45,,,,,
2020-01-04,154.875,,,,,
2020-01-06,154.47,,,,,
2020-01-07,154.58,,,,,
2020-01-08,154.5,,,,,
2020-01-09,154,,,,,
2020-01-10,154.4,,,,,
2020-01-11,154.93,,,,,
2020-01-13,154.45,,,,,
2020-01-14,154.41,,,,,
2020-01-15,154.58,,,,,
2020-01-16,153.59,,,,,
2020-01-17,154.27,,,,,
2020-01-18,154.67,,,,,
2020-01-20,154.25,,,,,
2020-01-21,154.25,,,,,
2020-01-22,154.04,,,,,
2020-01-23,154,,,,,
2020-01-24,154,,,,,
2020-01-25,154.705,,,,,
2020-01-27,153.87,,,,,
2020-01-28,154.12,,,,,
2020-01-29,154,,,,,
2020-01-30,153.9,,,,,
2020-01-31,153.74,,,,,
2020-02-01,154.5,,,,,
2020-02-03,154.02,,,,,
2020-02-04,153.66,,,,,
2020-02-05,153.48,,,,,
2020-02-06,153.69,,,,,
2020-02-07,154.01,,,,,
2020-02-08,154.515,,,,,
2020-02-10,154,,,,,
2020-02-11,153.92,,,,,
2020-02-12,153.46,,,,,
2020-02-13,153.88,,,,,
2020-02-14,153.83,,,,,
2020-02-15,154.295,,,,,
2020-02-17,153.9,,,,,
2020-02-18,153.9,,,,,
2020-02-19,153.75,,,,,
2020-02-20,153.44,,,,,
2020-02-21,153.9,,,,,
2020-02-22,154.3,,,,,
2020-02-24,153.73,,,,,
2020-02-25,153.82,,,,,
2020-02-26,153.34,,,,,
2020-02-27,153.34,,,,,
2020-02-28,153.65,,,,,
2020-02-29,154.165,,,,,
2020-03-02,153.83,,,,,
2020-03-03,153.66,,,,,
2020-03-04,153.8,,,,,
2020-03-05,153.8,,,,,
2020-03-06,153.72,,,,,
2020-03-07,154.15,,,,,
2020-03-09,155.5,,,,,
2020-03-10,157.5,,,,,
2020-03-11,158.4,,,,,
2020-03-12,158.5,,,,,
2020-03-13,158.5,,,,,
2020-03-14,157.1,,,,,
2020-03-16,158.08,,,,,
2020-03-17,157.9,,,,,
2020-03-18,157.99,,,,,
2020-03-19,157.61,,,,,
2020-03-20,158.2,,,,,
2020-03-23,157.8,,,,,
2020-03-24,158.9,,,,,
2020-03-25,160,,,,,
2020-03-26,167.6,,,,,
2020-03-27,164.12,,,,,
2020-03-30,166,,,,,
2020-03-31,165.75,,,,,
2020-04-01,165.19,,,,,
2020-04-02,166.25,,,,,
2020-04-03,166.5,,,,,
2020-04-06,166.25,,,,,
2020-04-07,167,,,,,
2020-04-08,166.75,,,,,
2020-04-09,166.75,,,,,
2020-04-10,166.05,,,,,
2020-04-13,165.38,,,,,
2020-04-14,166,,,,,
2020-04-15,165.92,,,,,
2020-04-16,166.3,,,,,
2020-04-17,165.26,,,,,
2020-04-20,163,,,,,
2020-04-21,160.11,,,,,
2020-04-22,159.74,,,,,
2020-04-23,159.23,,,,,
2020-04-24,159.86,,,,,
2020-04-27,160.18,,,,,
2020-04-28,160.75,,,,,
2020-04-29,160.36,,,,,
2020-04-30,160,,,,,
2020-05-01,160,,,,,
2020-05-04,159.06,,,,,
2020-05-05,159.2,,,,,
2020-05-06,157.84,,,,,
2020-05-07,160.05,,,,,
2020-05-08,158.56,,,,,
2020-05-11,159.73,,,,,
2020-05-12,159.43,,,,,
2020-05-13,160.14,,,,,
2020-05-14,159.56,,,,,
2020-05-15,158.79,,,,,
2020-05-18,160,,,,,
2020-05-19,160.05,,,,,
2020-05-20,160,,,,,
2020-05-21,160.15,,,,,
2020-05-22,160.25,,,,,
2020-05-25,160.8,,,,,
2020-05-26,160.16,,,,,
2020-05-27,160.25,,,,,
2020-05-28,160.66,,,,,
2020-05-29,162,,,,,
2020-06-01,163.25,,,,,
2020-06-02,165.05,,,,,
2020-06-03,164.2,,,,,
2020-06-04,163.15,,,,,
2020-06-05,163.05,,,,,
2020-06-08,162.4,,,,,
2020-06-09,163.32,,,,,
2020-06-10,164.23,,,,,
2020-06-11,164.1,,,,,
2020-06-12,164.25,,,,,
2020-06-15,164.1,,,,,
2020-06-16,164.65,,,,,
2020-06-17,165.3,,,,,
2020-06-18,164.97,,,,,
2020-06-19,166.6,,,,,
2020-06-22,166.36,,,,,
2020-06-23,166.8,,,,,
2020-06-24,167.6,,,,,
2020-06-25,166.7,,,,,
2020-06-26,167.2,,,,,
2020-06-29,167.2,,,,,
2020-06-30,167.2,,,,,
2020-07-01,167.2,,,,,
2020-07-02,167.8,,,,,
2020-07-03,166.4,,,,,
2020-07-06,166,,,,,
2020-07-07,166.45,,,,,
2020-07-08,166.3,,,,,
2020-07-09,166.55,,,,,
2020-07-10,165.67,,,,,
2020-07-13,166.1,,,,,
2020-07-14,166.25,,,,,
2020-07-15,166.25,,,,,
2020-07-16,166.75,,,,,
2020-07-17,166.8,,,,,
2020-07-18,166.7,,,,,
2020-07-20,167.1,,,,,
2020-07-21,167.25,,,,,
2020-07-22,167.25,,,,,
2020-07-23,167.25,,,,,
2020-07-24,166.98,,,,,
2020-07-25,167.4,,,,,
2020-07-27,166.5,,,,,
2020-07-28,166.05,,,,,
2020-07-29,165.99,,,,,
2020-07-30,167.08,,,,,
2020-07-31,167.28,,,,,
2020-08-03,166.23,,,,,
2020-08-04,167.3,,,,,
2020-08-05,167.5,,,,,
2020-08-06,168.1,,,,,
2020-08-07,167.8,,,,,
2020-08-10,168,,,,,
2020-08-11,167.9,,,,,
2020-08-12,167.5,,,,,
2020-08-13,167.5,,,,,
2020-08-14,167.25,,,,,
2020-08-17,168,,,,,
2020-08-18,167.75,,,,,
2020-08-19,167.6,,,,,
2020-08-20,168,,,,,
2020-08-21,167.8,,,,,
2020-08-24,167.8,,,,,
2020-08-25,168,,,,,
2020-08-26,168,,,,,
2020-08-27,166.47,,,,,
2020-08-28,166.47,,,,,
2020-08-31,164.59,,,,,
2020-09-01,165.02,,,,,
2020-09-02,164.94,,,,,
2020-09-03,165.4,,,,,
2020-09-04,165.55,,,,,
2020-09-05,165.7,,,,,
2020-09-07,165.6,,,,,
2020-09-08,166,,,,,
2020-09-09,165.93,,,,,
2020-09-10,165.49,,,,,
2020-09-11,165.27,,,,,
2020-09-14,165.65,,,,,
2020-09-15,165.39,,,,,
2020-09-16,165.95,,,,,
2020-09-17,166,,,,,
2020-09-18,165.29,,,,,
2020-09-21,165.16,,,,,
2020-09-22,166.05,,,,,
2020-09-23,165.37,,,,,
2020-09-24,165.7,,,,,
2020-09-25,164.71,,,,,
2020-09-28,165.9,,,,,
2020-09-29,164.84,,,,,
2020-09-30,165.4,,,,,
2020-10-01,164.32,,,,,
2020-10-02,163.87,,,,,
2020-10-05,163.92,,,,,
2020-10-06,163.61,,,,,
2020-10-07,163.42,,,,,
2020-10-08,163.4,,,,,
2020-10-09,163.35,,,,,
2020-10-12,163.75,,,,,
2020-10-13,162.89,,,,,
2020-10-14,162.51,,,,,
2020-10-15,162.75,,,,,
2020-10-16,162.15,,,,,
2020-10-19,162.25,,,,,
2020-10-20,161.14,,,,,
2020-10-21,161.31,,,,,
2020-10-22,160.89,,,,,
2020-10-23,161.15,,,,,
2020-10-26,160.62,,,,,
2020-10-27,160.65,,,,,
2020-10-28,160.35,,,,,
2020-10-29,160.08,,,,,
2020-10-30,160,,,,,
2020-11-02,159.65,,,,,
2020-11-03,159.85,,,,,
2020-11-04,159.11,,,,,
2020-11-05,159.1,,,,,
2020-11-06,158.7,,,,,
2020-11-07,159,,,,,
2020-11-09,158.28,,,,,
2020-11-10,158.5,,,,,
2020-11-11,157.38,,,,,
2020-11-12,157.37,,,,,
2020-11-13,158,,,,,
2020-11-16,157.9,,,,,
2020-11-17,157.9,,,,,
2020-11-18,158.5,,,,,
2020-11-19,160.05,,,,,
2020-11-20,160.55,,,,,
2020-11-22,160.13,,,,,
2020-11-23,160.7,,,,,
2020-11-24,160.3,,,,,
2020-11-25,159.1,,,,,
2020-11-26,159,,,,,
2020-11-27,159,,,,,
2020-11-28,158.75,,,,,
2020-11-30,158.8,,,,,
2020-12-01,159.09,,,,,
2020-12-02,160,,,,,
2020-12-03,159.78,,,,,
2020-12-04,159.8,,,,,
2020-12-07,160,,,,,
2020-12-08,160.04,,,,,
2020-12-09,160.03,,,,,
2020-12-10,160,,,,,
2020-12-11,159.85,,,,,
2020-12-14,160,,,,,
2020-12-15,160.1,,,,,
2020-12-16,159.88,,,,,
2020-12-17,160,,,,,
2020-12-18,159.7,,,,,
2020-12-21,159.7,,,,,
2020-12-22,160.3,,,,,
2020-12-23,160.4,,,,,
2020-12-24,159.68,,,,,
2020-12-28,160.3,,,,,
2020-12-29,160,,,,,
2020-12-30,160,,,,,
2020-12-31,159.75,,,,,
2021-01-01,159.75,,,,,
2021-01-04,159.8,,,,,
2021-01-05,160.25,,,,,
2021-01-06,160.1,,,,,
2021-01-07,159.75,,,,,
2021-01-08,159.9,,,,,
2021-01-11,160,,,,,
2021-01-12,160,,,,,
2021-01-13,160,,,,,
2021-01-14,160,,,,,
2021-01-15,160.1,,,,,
2021-01-18,160.25,,,,,
2021-01-19,160.1,,,,,
2021-01-20,160.1,,,,,
2021-01-21,160.25,,,,,
2021-01-22,160.35,,,,,
2021-01-25,160.7,,,,,
2021-01-26,160.6,,,,,
2021-01-27,160.1,,,,,
2021-01-28,159.9,,,,,
2021-01-29,159.6,,,,,
2021-02-01,160,,,,,
2021-02-02,159.8,,,,,
2021-02-03,159.9,,,,,
2021-02-04,159.5,,,,,
2021-02-05,159.5,,,,,
2021-02-08,159.25,,,,,
2021-02-09,159.55,,,,,
2021-02-10,159.1,,,,,
2021-02-11,159.06,,,,,
2021-02-12,158.45,,,,,
2021-02-15,158.93,,,,,
2021-02-16,159.15,,,,,
2021-02-17,159.1,,,,,
2021-02-18,158.65,,,,,
2021-02-19,158.75,,,,,
2021-02-22,158.8,,,,,
2021-02-23,158.62,,,,,
2021-02-24,158.4,,,,,
2021-02-25,158.25,,,,,
2021-02-26,158.45,,,,,
2021-02-27,158.35,,,,,
2021-03-01,158.45,,,,,
2021-03-02,157.65,,,,,
2021-03-03,157,,,,,
2021-03-04,157,,,,,
2021-03-05,156.38,,,,,
2021-03-08,156.54,,,,,
2021-03-09,156.46,,,,,
2021-03-10,156.65,,,,,
2021-03-11,156.85,,,,,
2021-03-12,156.8,,,,,
2021-03-15,156.71,,,,,
2021-03-16,156.42,,,,,
2021-03-17,155.75,,,,,
2021-03-18,154.43,,,,,
2021-03-19,155.65,,,,,
2021-03-22,155.7,,,,,
2021-03-23,155.13,,,,,
2021-03-24,155.75,,,,,
2021-03-25,154.28,,,,,
2021-03-26,154.85,,,,,
2021-03-29,154,,,,,
2021-03-30,152.75,,,,,
2021-03-31,152.32,,,,,
2021-04-01,151.72,,,,,
2021-04-02,152.94,,,,,
2021-04-05,152.09,,,,,
2021-04-06,152.69,,,,,
2021-04-07,152.29,,,,,
2021-04-08,152.06,,,,,
2021-04-09,152.19,,,,,
2021-04-12,152.6,,,,,
2021-04-13,152.55,,,,,
2021-04-14,152.6,,,,,
2021-04-15,152.55,,,,,
2021-04-16,152.5,,,,,
2021-04-19,152.6,,,,,
2021-04-20,152.6,,,,,
2021-04-21,152.5,,,,,
2021-04-22,153.2,,,,,
2021-04-23,153.25,,,,,
2021-04-24,153.7,,,,,
2021-04-25,153.18,,,,,
2021-04-26,153.85,,,,,
2021-04-27,154,,,,,
2021-04-28,153.95,,,,,
2021-04-29,153,,,,,
2021-04-30,152.98,,,,,
2021-05-02,152.75,,,,,
2021-05-03,152.85,,,,,
2021-05-04,153.1,,,,,
2021-05-05,152.45,,,,,
2021-05-06,152.45,,,,,
2021-05-07,151.92,,,,,
2021-05-09,151.68,,,,,
2021-05-10,151.6,,,,,
2021-05-11,151.35,,,,,
2021-05-12,151.05,,,,,
2021-05-13,151.9,,,,,
2021-05-14,151.7,,,,,
2021-05-15,152.2,,,,,
2021-05-17,152.2,,,,,
2021-05-18,152.3,,,,,
2021-05-19,152.85,,,,,
2021-05-20,153,,,,,
2021-05-21,152.72,,,,,
2021-05-24,152.87,,,,,
2021-05-25,154,,,,,
2021-05-26,154.5,,,,,
2021-05-27,154.5,,,,,
2021-05-28,154.3,,,,,
2021-05-31,152.52,,,,,
2021-06-01,154.25,,,,,
2021-06-02,154.25,,,,,
2021-06-03,154.25,,,,,
2021-06-04,154.3,,,,,
2021-06-07,154.5,,,,,
2021-06-08,155.19,,,,,
2021-06-09,155.35,,,,,
2021-06-10,155.5,,,,,
2021-06-11,155.75,,,,,
2021-06-13,154.85,,,,,
2021-06-14,155.75,,,,,
2021-06-15,156.25,,,,,
2021-06-16,156.5,,,,,
2021-06-17,156.65,,,,,
2021-06-18,156.5,,,,,
2021-06-20,155.65,,,,,
2021-06-21,157,,,,,
2021-06-22,157.75,,,,,
2021-06-23,157.8,,,,,
2021-06-24,157.6,,,,,
2021-06-25,157.6,,,,,
2021-06-26,157.45,,,,,
2021-06-28,157.75,,,,,
2021-06-29,158.1,,,,,
2021-06-30,157.53,,,,,
2021-07-01,157.8,,,,,
2021-07-02,157.5,,,,,
2021-07-05,157.68,,,,,
2021-07-06,158.05,,,,,
2021-07-07,158.3,,,,,
2021-07-08,159,,,,,
2021-07-09,158.9,,,,,
2021-07-11,158.95,,,,,
2021-07-12,159.4,,,,,
2021-07-13,159,,,,,
2021-07-14,158.5,,,,,
2021-07-15,159,,,,,
2021-07-16,159,,,,,
2021-07-18,159,,,,,
2021-07-19,160.7,,,,,
2021-07-20,160.7,,,,,
2021-07-21,160.7,,,,,
2021-07-22,160.7,,,,,
2021-07-23,161.46,,,,,
2021-07-26,161,,,,,
2021-07-27,161,,,,,
2021-07-28,161.5,,,,,
2021-07-29,161.5,,,,,
2021-07-30,161.75,,,,,
2021-08-02,163.25,,,,,
2021-08-03,162.65,,,,,
2021-08-04,163.5,,,,,
2021-08-05,163.4,,,,,
2021-08-06,163.1,,,,,
2021-08-09,163.75,,,,,
2021-08-10,163.5,,,,,
2021-08-11,163.85,,,,,
2021-08-12,163.6,,,,,
2021-08-13,163.6,,,,,
2021-08-16,164.1,,,,,
2021-08-17,163.6,,,,,
2021-08-18,163.6,,,,,
2021-08-19,163.6,,,,,
2021-08-20,164.05,,,,,
2021-08-23,164.2,,,,,
2021-08-24,164.75,,,,,
2021-08-25,165.75,,,,,
2021-08-26,166,,,,,
2021-08-27,165.7,,,,,
2021-08-30,164.94,,,,,
2021-08-31,166.25,,,,,
2021-09-01,166.5,,,,,
2021-09-02,167.02,,,,,
2021-09-03,166.5,,,,,
2021-09-06,166.7,,,,,
2021-09-07,167.5,,,,,
2021-09-08,167,,,,,
2021-09-09,167.5,,,,,
2021-09-10,167.9,,,,,
2021-09-11,167.9,,,,,
2021-09-13,167.9,,,,,
2021-09-14,167.9,,,,,
2021-09-15,169.25,,,,,
2021-09-16,167.5,,,,,
2021-09-17,167.46,,,,,
2021-09-20,168.5,,,,,
2021-09-21,168.3,,,,,
2021-09-22,168.25,,,,,
2021-09-23,168.8,,,,,
2021-09-24,168.9,,,,,
2021-09-27,169.4,,,,,
2021-09-28,169.6,,,,,
2021-09-29,170.25,,,,,
2021-09-30,170.5,,,,,
2021-10-01,169.75,,,,,
2021-10-04,170.4,,,,,
2021-10-05,170.5,,,,,
2021-10-06,170.75,,,,,
2021-10-07,170.25,,,,,
2021-10-08,170.25,,,,,
2021-10-11,170.65,,,,,
2021-10-12,171,,,,,
2021-10-13,170.75,,,,,
2021-10-14,171,,,,,
2021-10-15,171,,,,,
2021-10-18,172,,,,,
2021-10-19,172.25,,,,,
2021-10-20,173.2,,,,,
2021-10-21,173.2,,,,,
2021-10-22,173.95,,,,,
2021-10-25,174.3,,,,,
2021-10-26,174.6,,,,,
2021-10-27,173.75,,,,,
2021-10-28,171.75,,,,,
2021-10-29,170.38,,,,,
2021-10-30,171.55,,,,,
2021-11-01,171.24,,,,,
2021-11-02,169.88,,,,,
2021-11-03,169.54,,,,,
2021-11-04,169.58,,,,,
2021-11-05,169.6,,,,,
2021-11-08,169.8,,,,,
2021-11-09,170.93,,,,,
2021-11-10,172.25,,,,,
2021-11-11,173.5,,,,,
2021-11-12,175.25,,,,,
2021-11-15,174.2,,,,,
2021-11-16,174.25,,,,,
2021-11-17,174.25,,,,,
2021-11-18,174.4,,,,,
2021-11-19,174.73,,,,,
2021-11-22,174.5,,,,,
2021-11-23,174.55,,,,,
2021-11-24,175.3,,,,,
2021-11-25,175.11,,,,,
2021-11-26,175.3,,,,,
2021-11-29,176,,,,,
2021-11-30,175.72,,,,,
2021-12-01,174.98,,,,,
2021-12-02,176.5,,,,,
2021-12-03,176.35,,,,,
2021-12-06,176.5,,,,,
2021-12-07,176.5,,,,,
2021-12-08,177.15,,,,,
2021-12-09,177.05,,,,,
2021-12-10,177.5,,,,,
2021-12-13,177.8,,,,,
2021-12-14,177.8,,,,,
2021-12-15,177.85,,,,,
2021-12-16,177.9,,,,,
2021-12-17,178.1,,,,,
2021-12-20,177.95,,,,,
2021-12-21,178.15,,,,,
2021-12-22,178.3,,,,,
2021-12-23,178,,,,,
2021-12-24,178.25,,,,,
2021-12-27,178.05,,,,,
2021-12-28,178.3,,,,,
2021-12-29,178.15,,,,,
2021-12-30,177.9,,,,,
2021-12-31,175.8,,,,,
2022-01-03,176.27,,,,,
2022-01-04,176.25,,,,,
2022-01-05,176.3,,,,,
2022-01-06,176.65,,,,,
2022-01-07,176.55,,,,,
2022-01-10,176.3,,,,,
2022-01-11,176.37,,,,,
2022-01-12,175.9,,,,,
2022-01-13,176,,,,,
2022-01-14,175.75,,,,,
2022-01-17,175.9,,,,,
2022-01-18,175.52,,,,,
2022-01-19,175.97,,,,,
2022-01-20,176.25,,,,,
2022-01-21,176,,,,,
2022-01-24,175.94,,,,,
2022-01-25,176.2,,,,,
2022-01-26,176.7,,,,,
2022-01-27,176.6,,,,,
2022-01-28,176.5,,,,,
2022-01-31,176.32,,,,,
2022-02-01,176,,,,,
2022-02-02,175.97,,,,,
2022-02-03,175.6,,,,,
2022-02-04,174.13,,,,,
2022-02-07,174.28,,,,,
2022-02-08,174,,,,,
2022-02-09,174.15,,,,,
2022-02-10,174.9,,,,,
2022-02-11,174.5,,,,,
2022-02-14,175.75,,,,,
2022-02-15,175.8,,,,,
2022-02-16,175.5,,,,,
2022-02-17,175.2,,,,,
2022-02-18,175.6,,,,,
2022-02-21,175.6,,,,,
2022-02-22,176,,,,,
2022-02-23,176,,,,,
2022-02-24,176.5,,,,,
2022-02-25,176.8,,,,,
2022-02-28,177.25,,,,,
2022-03-01,177.25,,,,,
2022-03-02,177.35,,,,,
2022-03-03,177.5,,,,,
2022-03-04,177.25,,,,,
2022-03-07,177.8,,,,,
2022-03-08,178.5,,,,,
2022-03-09,178.5,,,,,
2022-03-10,178.5,,,,,
2022-03-11,178.35,,,,,
2022-03-14,179,,,,,
2022-03-15,179.15,,,,,
2022-03-16,179.3,,,,,
2022-03-17,179.55,,,,,
2022-03-18,180.5,,,,,
2022-03-21,181.15,,,,,
2022-03-22,181.7,,,,,
2022-03-23,181.7,,,,,
2022-03-24,181.6,,,,,
2022-03-25,181.7,,,,,
2022-03-28,182.1,,,,,
2022-03-29,182.2,,,,,
2022-03-30,182.4,,,,,
2022-03-31,183.4,,,,,
2022-04-01,183.9,,,,,
2022-04-04,183.2,,,,,
2022-04-05,185.1,,,,,
2022-04-06,186.05,,,,,
2022-04-07,188,,,,,
2022-04-08,184,,,,,
2022-04-11,182.82,,,,,
2022-04-12,181.62,,,,,
2022-04-13,181.25,,,,,
2022-04-14,180.64,,,,,
2022-04-15,181.5,,,,,
2022-04-16,181,,,,,
2022-04-18,181.89,,,,,
2022-04-19,183,,,,,
2022-04-20,185.6,,,,,
2022-04-21,186.65,,,,,
2022-04-22,187.21,,,,,
2022-04-25,185.7,,,,,
2022-04-26,185.95,,,,,
2022-04-27,185.32,,,,,
2022-04-28,185.29,,,,,
2022-04-29,185.4,,,,,
2022-04-30,185.4,,,,,
2022-05-02,185.4,,,,,
2022-05-03,185.4,,,,,
2022-05-04,185.22,,,,,
2022-05-05,185.4,,,,,
2022-05-06,186.03,,,,,
2022-05-09,187.6,,,,,
2022-05-10,188.95,,,,,
2022-05-11,190.5,,,,,
2022-05-12,191.9,,,,,
2022-05-13,192.75,,,,,
2022-05-16,193.3,,,,,
2022-05-17,196.5,,,,,
2022-05-18,197.5,,,,,
2022-05-19,199.7,,,,,
2022-05-20,200.1,,,,,
2022-05-23,200.4,,,,,
2022-05-24,200.1,,,,,
2022-05-25,202,,,,,
2022-05-26,202.25,,,,,
2022-05-27,199.75,,,,,
2022-05-30,198.6,,,,,
2022-05-31,198.7,,,,,
2022-06-01,197.5,,,,,
2022-06-02,197.2,,,,,
2022-06-03,197.4,,,,,
2022-06-06,199.8,,,,,
2022-06-07,202.25,,,,,
2022-06-08,200,,,,,
2022-06-09,201.5,,,,,
2022-06-10,201.6,,,,,
2022-06-13,203.5,,,,,
2022-06-14,205.75,,,,,
2022-06-15,206.5,,,,,
2022-06-16,208.25,,,,,
2022-06-17,208.5,,,,,
2022-06-20,209.38,,,,,
2022-06-21,211.5,,,,,
2022-06-22,211.25,,,,,
2022-06-23,208.4,,,,,
2022-06-24,208,,,,,
2022-06-27,206.75,,,,,
2022-06-28,206.54,,,,,
2022-06-29,204.65,,,,,
2022-06-30,204.5,,,,,
2022-07-04,204.5,,,,,
2022-07-05,206.5,,,,,
2022-07-06,207.29,,,,,
2022-07-07,207.09,,,,,
2022-07-08,207.06,,,,,
2022-07-11,206.86,,,,,
2022-07-13,209.99,,,,,
2022-07-14,209.4,,,,,
2022-07-15,210.7,,,,,
2022-07-18,215.5,,,,,
2022-07-19,221.5,,,,,
2022-07-20,224.75,,,,,
2022-07-21,227,,,,,
2022-07-22,228,,,,,
2022-07-25,229.75,,,,,
2022-07-26,232.29,,,,,
