Date,Price,Monthly Return
2022-03-31,107.124,0.007562076749435764
2022-04-30,107.788,0.006198424256002477
2022-05-31,108.829,0.009657846884625343
2022-06-30,100.72,-0.07451138942745039
2022-07-31,101.833,0.011050436854646462
2022-08-31,102.933,0.010801999351880198
2022-09-30,104.037,0.010725423333624695
2022-10-31,105.215,0.011322894739371536
2022-11-30,106.244,0.009779974338259612
2022-12-31,107.581,0.012584240051202844
2023-01-31,108.946,0.012688114072187506
2023-02-28,110.174,0.011271639160685298
2023-03-31,111.793,0.014694937099497096
2023-04-30,113.534,0.015573425885341718
2023-05-31,115.321,0.015739778392375836
2023-06-30,100.693,-0.126845934391828
2023-07-31,102.474,0.017687426136871576
2023-08-31,104.245,0.0172824326170542
2023-09-30,106.023,0.01705597390762148
2023-10-31,107.874,0.017458475991058542
