s_close,s_date
106.113,"Oct 20, 2023"
106.177,"Oct 21, 2023"
106.239,"Oct 22, 2023"
106.301,"Oct 23, 2023"
106.366,"Oct 24, 2023"
106.431,"Oct 25, 2023"
106.493,"Oct 26, 2023"
106.554,"Oct 27, 2023"
106.628,"Oct 28, 2023"
106.677,"Oct 29, 2023"
106.738,"Oct 30, 2023"
106.801,"Oct 31, 2023"
106.844,"Nov 01, 2023"
106.902,"Nov 02, 2023"
107.005,"Nov 03, 2023"
107.072,"Nov 04, 2023"
107.13,"Nov 05, 2023"
107.192,"Nov 06, 2023"
107.249,"Nov 07, 2023"
107.304,"Nov 08, 2023"
107.362,"Nov 09, 2023"
107.422,"Nov 10, 2023"
107.487,"Nov 11, 2023"
107.542,"Nov 12, 2023"
107.602,"Nov 13, 2023"
107.652,"Nov 14, 2023"
107.71,"Nov 15, 2023"
107.768,"Nov 16, 2023"
107.862,"Nov 17, 2023"
107.929,"Nov 18, 2023"
107.989,"Nov 19, 2023"
108.048,"Nov 20, 2023"
108.093,"Nov 21, 2023"
108.147,"Nov 22, 2023"
108.204,"Nov 23, 2023"
108.263,"Nov 24, 2023"
108.322,"Nov 25, 2023"
108.377,"Nov 26, 2023"
108.436,"Nov 27, 2023"
108.486,"Nov 28, 2023"
108.548,"Nov 29, 2023"
108.606,"Nov 30, 2023"
108.66,"Dec 01, 2023"
108.724,"Dec 02, 2023"
108.774,"Dec 03, 2023"
108.83,"Dec 04, 2023"
108.881,"Dec 05, 2023"
108.929,"Dec 06, 2023"
108.972,"Dec 07, 2023"
109.024,"Dec 08, 2023"
109.081,"Dec 09, 2023"
109.137,"Dec 10, 2023"
109.195,"Dec 11, 2023"
109.259,"Dec 12, 2023"
109.329,"Dec 13, 2023"
109.384,"Dec 14, 2023"
109.473,"Dec 15, 2023"
109.54,"Dec 16, 2023"
109.604,"Dec 17, 2023"
109.668,"Dec 18, 2023"
109.734,"Dec 19, 2023"
109.799,"Dec 20, 2023"
109.858,"Dec 21, 2023"
109.921,"Dec 22, 2023"
109.985,"Dec 23, 2023"
110.049,"Dec 24, 2023"
110.113,"Dec 25, 2023"
110.178,"Dec 26, 2023"
110.24,"Dec 27, 2023"
110.301,"Dec 28, 2023"
104.723,"Dec 29, 2023"
104.784,"Dec 30, 2023"
104.845,"Dec 31, 2023"
104.937,"Jan 01, 2024"
104.998,"Jan 02, 2024"
105.061,"Jan 03, 2024"
105.119,"Jan 04, 2024"
105.176,"Jan 05, 2024"
105.235,"Jan 06, 2024"
105.29,"Jan 07, 2024"
104.713,"Jan 08, 2024"
105.407,"Jan 09, 2024"
105.466,"Jan 10, 2024"
105.527,"Jan 11, 2024"
105.671,"Jan 12, 2024"
105.729,"Jan 13, 2024"
105.784,"Jan 14, 2024"
105.839,"Jan 15, 2024"
105.9,"Jan 16, 2024"
105.956,"Jan 17, 2024"
106.011,"Jan 18, 2024"
106.066,"Jan 19, 2024"
106.111,"Jan 20, 2024"
106.166,"Jan 21, 2024"
106.221,"Jan 22, 2024"
106.247,"Jan 23, 2024"
106.298,"Jan 24, 2024"
106.362,"Jan 25, 2024"
106.457,"Jan 26, 2024"
106.496,"Jan 27, 2024"
106.55,"Jan 28, 2024"
106.605,"Jan 29, 2024"
106.612,"Jan 30, 2024"
106.673,"Jan 31, 2024"
106.72,"Feb 01, 2024"
106.772,"Feb 02, 2024"
106.814,"Feb 03, 2024"
106.867,"Feb 04, 2024"
106.922,"Feb 05, 2024"
106.977,"Feb 06, 2024"
107.04,"Feb 07, 2024"
107.138,"Feb 08, 2024"
107.192,"Feb 09, 2024"
107.216,"Feb 10, 2024"
107.271,"Feb 11, 2024"
107.327,"Feb 12, 2024"
107.369,"Feb 13, 2024"
107.416,"Feb 14, 2024"
107.483,"Feb 15, 2024"
107.514,"Feb 16, 2024"
107.547,"Feb 17, 2024"
107.601,"Feb 18, 2024"
107.657,"Feb 19, 2024"
107.711,"Feb 20, 2024"
107.746,"Feb 21, 2024"
107.804,"Feb 22, 2024"
107.869,"Feb 23, 2024"
107.909,"Feb 24, 2024"
107.966,"Feb 25, 2024"
108.023,"Feb 26, 2024"
108.075,"Feb 27, 2024"
108.134,"Feb 28, 2024"
108.191,"Feb 29, 2024"
108.258,"Mar 01, 2024"
108.318,"Mar 02, 2024"
108.376,"Mar 03, 2024"
108.433,"Mar 04, 2024"
108.52,"Mar 05, 2024"
108.579,"Mar 06, 2024"
108.634,"Mar 07, 2024"
108.692,"Mar 08, 2024"
108.749,"Mar 09, 2024"
108.804,"Mar 10, 2024"
108.868,"Mar 11, 2024"
108.934,"Mar 12, 2024"
108.982,"Mar 13, 2024"
109.041,"Mar 14, 2024"
109.114,"Mar 15, 2024"
