0,1,s_close,s_date
"Mar 15, 23",8.39,8.39,"Mar 15, 23"
"Mar 22, 23",8.11,8.11,"Mar 22, 23"
"Apr 04, 23",7.96,7.96,"Apr 04, 23"
"Apr 10, 23",7.97,7.97,"Apr 10, 23"
"Apr 11, 23",8.02,8.02,"Apr 11, 23"
"Apr 20, 23",8.19,8.19,"Apr 20, 23"
"Apr 26, 23",8.19,8.19,"Apr 26, 23"
"May 03, 23",8.38,8.38,"May 03, 23"
"May 09, 23",8.39,8.39,"May 09, 23"
"May 11, 23",8.46,8.46,"May 11, 23"
"May 12, 23",8.44,8.44,"May 12, 23"
"May 16, 23",8.63,8.63,"May 16, 23"
"May 23, 23",8.39,8.39,"May 23, 23"
"May 24, 23",8.41,8.41,"May 24, 23"
"May 26, 23",8.40,8.40,"May 26, 23"
"May 29, 23",8.46,8.46,"May 29, 23"
"May 31, 23",8.47,8.47,"May 31, 23"
"Jun 05, 23",8.52,8.52,"Jun 05, 23"
"Jun 09, 23",8.45,8.45,"Jun 09, 23"
"Jun 12, 23",8.48,8.48,"Jun 12, 23"
"Jun 14, 23",8.36,8.36,"Jun 14, 23"
"Jun 15, 23",8.25,8.25,"Jun 15, 23"
"Jun 16, 23",8.27,8.27,"Jun 16, 23"
"Jun 19, 23",8.19,8.19,"Jun 19, 23"
"Jun 23, 23",8.19,8.19,"Jun 23, 23"
"Jun 26, 23",8.31,8.31,"Jun 26, 23"
"Jun 27, 23",8.30,8.30,"Jun 27, 23"
"Jul 03, 23",8.86,8.86,"Jul 03, 23"
"Jul 05, 23",8.57,8.57,"Jul 05, 23"
"Jul 06, 23",8.70,8.70,"Jul 06, 23"
"Jul 11, 23",9.00,9.00,"Jul 11, 23"
"Jul 12, 23",8.96,8.96,"Jul 12, 23"
"Jul 13, 23",9.07,9.07,"Jul 13, 23"
"Jul 17, 23",8.90,8.90,"Jul 17, 23"
"Jul 19, 23",8.83,8.83,"Jul 19, 23"
"Jul 21, 23",9.15,9.15,"Jul 21, 23"
"Jul 25, 23",9.25,9.25,"Jul 25, 23"
"Jul 26, 23",9.30,9.30,"Jul 26, 23"
"Jul 27, 23",9.67,9.67,"Jul 27, 23"
"Jul 31, 23",9.88,9.88,"Jul 31, 23"
"Aug 01, 23",9.82,9.82,"Aug 01, 23"
"Aug 02, 23",9.95,9.95,"Aug 02, 23"
"Aug 03, 23",10.10,10.10,"Aug 03, 23"
"Aug 04, 23",10.00,10.00,"Aug 04, 23"
