Date,Gold Price (oz),Gold Price (gram)
09/26/13,"140,601","4,520.43"
09/27/13,"141,223","4,540.43"
09/30/13,"141,028","4,534.15"
10/01/13,"136,410","4,385.67"
10/02/13,"139,456","4,483.63"
10/03/13,"139,698","4,491.40"
10/04/13,"139,133","4,473.22"
10/07/13,"140,483","4,516.63"
10/08/13,"139,972","4,500.21"
10/09/13,"138,585","4,455.60"
10/10/13,"136,713","4,395.43"
10/11/13,"135,315","4,350.49"
10/14/13,"134,733","4,331.77"
10/15/13,"135,666","4,361.76"
10/16/13,"136,179","4,378.26"
10/17/13,"139,997","4,501.01"
10/18/13,"139,286","4,478.14"
10/21/13,"140,129","4,505.24"
10/22/13,"142,628","4,585.61"
10/23/13,"142,064","4,567.47"
10/24/13,"143,498","4,613.56"
10/25/13,"143,088","4,600.40"
10/28/13,"143,527","4,614.49"
10/29/13,"143,168","4,602.96"
10/30/13,"142,746","4,589.38"
10/31/13,"141,175","4,538.90"
11/01/13,"141,530","4,550.29"
11/04/13,"140,927","4,530.90"
11/05/13,"140,812","4,527.23"
11/06/13,"141,314","4,543.34"
11/07/13,"139,483","4,484.47"
11/08/13,"138,276","4,445.69"
11/11/13,"137,519","4,421.34"
11/12/13,"136,245","4,380.39"
11/13/13,"137,492","4,420.46"
11/14/13,"138,410","4,449.99"
11/15/13,"137,952","4,435.25"
11/18/13,"137,072","4,406.97"
11/19/13,"137,258","4,412.94"
11/20/13,"133,872","4,304.08"
11/21/13,"133,514","4,292.57"
11/22/13,"133,771","4,300.85"
11/25/13,"134,831","4,334.91"
11/26/13,"134,692","4,330.46"
11/27/13,"134,151","4,313.05"
11/28/13,"134,444","4,322.46"
11/29/13,"136,080","4,375.07"
12/02/13,"132,375","4,255.95"
12/03/13,"132,996","4,275.91"
12/04/13,"134,975","4,339.56"
12/05/13,"132,967","4,275.00"
12/06/13,"133,111","4,279.62"
12/09/13,"134,246","4,316.09"
12/10/13,"136,202","4,378.98"
12/11/13,"134,120","4,312.06"
12/12/13,"131,489","4,227.47"
12/13/13,"132,749","4,267.97"
12/16/13,"132,659","4,265.09"
12/17/13,"131,306","4,221.59"
12/18/13,"130,722","4,202.82"
12/19/13,"126,346","4,062.13"
12/20/13,"127,834","4,109.95"
12/23/13,"127,244","4,090.98"
12/24/13,"127,853","4,110.58"
12/25/13,"127,822","4,109.57"
12/26/13,"128,537","4,132.55"
12/27/13,"128,282","4,124.35"
12/30/13,"126,521","4,067.73"
12/31/13,"127,172","4,088.67"
01/02/14,"129,066","4,149.58"
01/03/14,"130,105","4,182.97"
01/06/14,"130,544","4,197.10"
01/07/14,"130,208","4,186.28"
01/08/14,"129,371","4,159.39"
01/09/14,"129,373","4,159.42"
01/10/14,"131,704","4,234.38"
01/13/14,"132,444","4,258.19"
01/14/14,"131,954","4,242.41"
01/15/14,"130,933","4,209.58"
01/16/14,"130,959","4,210.42"
01/17/14,"132,677","4,265.65"
01/20/14,"131,844","4,238.89"
01/21/14,"130,826","4,206.15"
01/22/14,"130,446","4,193.93"
01/23/14,"133,259","4,284.38"
01/24/14,"133,978","4,307.49"
01/27/14,"132,597","4,263.10"
01/28/14,"132,583","4,262.63"
01/29/14,"133,560","4,294.04"
01/30/14,"131,172","4,217.29"
01/31/14,"131,404","4,224.75"
02/03/14,"132,670","4,265.44"
02/04/14,"132,264","4,252.38"
02/05/14,"132,692","4,266.14"
02/06/14,"132,690","4,266.10"
02/07/14,"133,638","4,296.55"
02/10/14,"134,361","4,319.79"
02/11/14,"136,243","4,380.31"
02/12/14,"135,900","4,369.29"
02/13/14,"137,007","4,404.86"
02/14/14,"138,217","4,443.77"
02/17/14,"139,152","4,473.85"
02/18/14,"138,615","4,456.57"
02/19/14,"137,928","4,434.48"
02/20/14,"138,849","4,464.10"
02/21/14,"138,745","4,460.74"
02/24/14,"140,282","4,510.17"
02/25/14,"140,890","4,529.71"
02/26/14,"139,465","4,483.91"
02/27/14,"139,503","4,485.11"
02/28/14,"139,224","4,476.16"
03/03/14,"141,660","4,554.46"
03/04/14,"139,954","4,499.62"
03/05/14,"139,382","4,481.23"
03/06/14,"140,867","4,528.99"
03/07/14,"137,833","4,431.42"
03/10/14,"135,268","4,348.97"
03/11/14,"135,252","4,348.46"
03/12/14,"133,762","4,300.55"
03/13/14,"135,305","4,350.17"
03/14/14,"137,432","4,418.55"
03/17/14,"135,570","4,358.67"
03/18/14,"134,151","4,313.06"
03/19/14,"132,515","4,260.45"
03/20/14,"130,311","4,189.58"
03/21/14,"131,033","4,212.80"
03/24/14,"128,101","4,118.54"
03/25/14,"127,370","4,095.06"
03/26/14,"127,782","4,108.29"
03/27/14,"126,371","4,062.93"
03/28/14,"127,016","4,083.64"
03/31/14,"126,105","4,054.38"
04/01/14,"125,615","4,038.62"
04/02/14,"126,952","4,081.61"
04/03/14,"126,174","4,056.58"
04/04/14,"127,851","4,110.52"
04/07/14,"127,272","4,091.89"
04/08/14,"127,142","4,087.71"
04/09/14,"127,462","4,098.00"
04/10/14,"128,068","4,117.48"
04/11/14,"128,487","4,130.96"
04/14/14,"127,709","4,105.95"
04/15/14,"125,218","4,025.85"
04/16/14,"125,653","4,039.84"
04/17/14,"125,370","4,030.73"
04/21/14,"125,800","4,044.55"
04/22/14,"125,204","4,025.39"
04/23/14,"125,271","4,027.54"
04/24/14,"126,744","4,074.93"
04/25/14,"127,895","4,111.91"
04/28/14,"127,357","4,094.62"
04/29/14,"127,524","4,100.00"
04/30/14,"127,395","4,095.85"
05/01/14,"126,753","4,075.19"
05/02/14,"128,451","4,129.80"
05/05/14,"129,432","4,161.33"
05/06/14,"129,090","4,150.34"
05/07/14,"126,681","4,072.89"
05/08/14,"127,318","4,093.37"
05/09/14,"126,964","4,082.00"
05/12/14,"127,616","4,102.96"
05/13/14,"127,715","4,106.13"
05/14/14,"128,869","4,143.24"
05/15/14,"127,881","4,111.48"
05/16/14,"127,037","4,084.32"
05/19/14,"127,582","4,101.85"
05/20/14,"127,938","4,113.31"
05/21/14,"127,682","4,105.09"
05/22/14,"127,807","4,109.10"
05/23/14,"127,689","4,105.30"
05/26/14,"127,541","4,100.53"
05/27/14,"124,715","4,009.69"
05/28/14,"124,237","3,994.33"
05/29/14,"123,898","3,983.42"
05/30/14,"123,331","3,965.17"
06/02/14,"122,538","3,939.69"
06/03/14,"122,843","3,949.49"
06/04/14,"122,485","3,937.97"
06/05/14,"123,476","3,969.85"
06/06/14,"123,351","3,965.81"
06/09/14,"123,428","3,968.30"
06/10/14,"124,262","3,995.13"
06/11/14,"124,275","3,995.53"
06/12/14,"125,324","4,029.26"
06/13/14,"125,884","4,047.28"
06/16/14,"125,569","4,037.13"
06/17/14,"125,169","4,024.26"
06/18/14,"125,731","4,042.35"
06/19/14,"129,864","4,175.23"
06/20/14,"129,298","4,157.04"
06/23/14,"129,891","4,176.08"
06/24/14,"129,976","4,178.83"
06/25/14,"130,236","4,187.20"
06/26/14,"129,912","4,176.78"
06/27/14,"129,805","4,173.32"
06/30/14,"131,143","4,216.33"
07/01/14,"130,914","4,208.98"
07/02/14,"130,882","4,207.96"
07/03/14,"130,086","4,182.35"
07/04/14,"130,379","4,191.78"
07/07/14,"130,407","4,192.68"
07/08/14,"130,390","4,192.13"
07/09/14,"131,058","4,213.62"
07/10/14,"131,738","4,235.46"
07/11/14,"131,997","4,243.81"
07/14/14,"129,074","4,149.82"
07/15/14,"128,031","4,116.28"
07/16/14,"128,405","4,128.32"
07/17/14,"130,207","4,186.27"
07/18/14,"129,550","4,165.12"
07/21/14,"129,642","4,168.08"
07/22/14,"129,201","4,153.90"
07/23/14,"128,803","4,141.13"
07/24/14,"127,836","4,110.02"
07/25/14,"128,989","4,147.08"
07/28/14,"128,796","4,140.89"
07/29/14,"128,325","4,125.75"
07/30/14,"127,899","4,112.06"
07/31/14,"126,603","4,070.37"
08/01/14,"127,759","4,107.55"
08/04/14,"127,322","4,093.49"
08/05/14,"127,410","4,096.34"
08/06/14,"129,039","4,148.71"
08/07/14,"129,849","4,174.75"
08/08/14,"129,396","4,160.17"
08/11/14,"129,370","4,159.33"
08/12/14,"129,465","4,162.41"
08/13/14,"130,126","4,183.63"
08/14/14,"130,479","4,195.01"
08/15/14,"130,237","4,187.23"
08/18/14,"129,859","4,175.06"
08/19/14,"130,089","4,182.45"
08/20/14,"130,310","4,189.55"
08/21/14,"128,572","4,133.70"
08/22/14,"129,400","4,160.32"
08/25/14,"129,454","4,162.03"
08/26/14,"130,074","4,181.97"
08/27/14,"130,028","4,180.50"
08/28/14,"130,811","4,205.68"
08/29/14,"131,127","4,215.83"
09/01/14,"131,161","4,216.91"
09/02/14,"128,979","4,146.76"
09/03/14,"129,157","4,152.49"
09/04/14,"130,585","4,198.40"
09/05/14,"129,610","4,167.06"
09/08/14,"128,181","4,121.10"
09/09/14,"127,652","4,104.12"
09/10/14,"127,889","4,111.73"
09/11/14,"126,900","4,079.92"
09/12/14,"125,642","4,039.48"
09/15/14,"126,958","4,081.78"
09/16/14,"126,711","4,073.86"
09/17/14,"126,836","4,077.86"
09/18/14,"125,472","4,034.03"
09/19/14,"124,747","4,010.72"
09/22/14,"124,734","4,010.29"
09/23/14,"125,893","4,047.55"
09/24/14,"125,641","4,039.46"
09/25/14,"125,260","4,027.19"
09/26/14,"125,748","4,042.91"
09/29/14,"124,841","4,013.74"
09/30/14,"123,660","3,975.75"
10/01/14,"124,225","3,993.91"
10/02/14,"124,606","4,006.18"
10/03/14,"122,145","3,927.07"
10/06/14,"122,687","3,944.48"
10/07/14,"123,172","3,960.07"
10/08/14,"124,521","4,003.43"
10/09/14,"126,439","4,065.09"
10/10/14,"126,124","4,054.98"
10/13/14,"126,512","4,067.45"
10/14/14,"126,730","4,074.48"
10/15/14,"125,893","4,047.56"
10/16/14,"126,844","4,078.13"
10/17/14,"127,451","4,097.63"
10/20/14,"128,036","4,116.47"
10/21/14,"128,956","4,146.02"
10/22/14,"127,779","4,108.18"
10/23/14,"127,070","4,085.39"
10/24/14,"126,830","4,077.67"
10/26/14,"126,479","4,066.41"
10/27/14,"125,982","4,050.43"
10/28/14,"126,222","4,058.15"
10/29/14,"125,845","4,046.00"
10/30/14,"123,248","3,962.51"
10/31/14,"121,099","3,893.43"
11/03/14,"120,745","3,882.03"
11/04/14,"119,650","3,846.84"
11/05/14,"117,187","3,767.66"
11/06/14,"118,306","3,803.64"
11/07/14,"120,511","3,874.53"
11/10/14,"117,538","3,778.92"
11/11/14,"117,811","3,787.71"
11/12/14,"118,529","3,810.79"
11/13/14,"118,063","3,795.82"
11/14/14,"120,835","3,884.95"
11/17/14,"121,316","3,900.41"
11/18/14,"121,763","3,914.79"
11/19/14,"120,124","3,862.08"
11/20/14,"121,289","3,899.52"
11/21/14,"122,088","3,925.22"
11/24/14,"121,521","3,906.98"
11/25/14,"121,946","3,920.66"
11/26/14,"121,467","3,905.26"
11/27/14,"121,537","3,907.50"
11/28/14,"118,704","3,816.44"
12/01/14,"123,377","3,966.65"
12/02/14,"122,312","3,932.42"
12/03/14,"123,087","3,957.35"
12/04/14,"122,271","3,931.10"
12/05/14,"120,988","3,889.87"
12/08/14,"122,041","3,923.72"
12/09/14,"124,427","4,000.43"
12/10/14,"122,790","3,947.78"
12/11/14,"123,949","3,985.06"
12/12/14,"123,073","3,956.90"
12/15/14,"119,781","3,851.05"
12/16/14,"120,113","3,861.73"
12/17/14,"120,715","3,881.09"
12/18/14,"120,364","3,869.80"
12/19/14,"119,490","3,841.71"
12/22/14,"118,293","3,803.22"
12/23/14,"118,829","3,820.45"
12/24/14,"118,047","3,795.30"
12/25/14,"117,588","3,780.54"
12/26/14,"120,485","3,873.67"
12/29/14,"119,650","3,846.84"
12/30/14,"120,792","3,883.56"
12/31/14,"119,280","3,834.93"
01/01/15,"119,623","3,845.96"
01/02/15,"119,922","3,855.59"
01/05/15,"121,510","3,906.65"
01/06/15,"123,253","3,962.66"
01/07/15,"122,322","3,932.73"
01/08/15,"121,772","3,915.06"
01/09/15,"123,129","3,958.68"
01/11/15,"122,982","3,953.97"
01/12/15,"123,740","3,978.33"
01/13/15,"124,000","3,986.68"
01/14/15,"123,731","3,978.03"
01/15/15,"127,181","4,088.98"
01/16/15,"127,997","4,115.20"
01/19/15,"128,470","4,130.41"
01/20/15,"130,257","4,187.85"
01/21/15,"129,903","4,176.47"
01/22/15,"131,251","4,219.82"
01/23/15,"130,683","4,201.55"
01/26/15,"129,380","4,159.67"
01/27/15,"130,387","4,192.03"
01/28/15,"129,688","4,169.58"
01/29/15,"126,899","4,079.89"
01/30/15,"129,907","4,176.60"
02/02/15,"129,171","4,152.93"
02/03/15,"127,363","4,094.82"
02/04/15,"128,685","4,137.30"
02/05/15,"127,811","4,109.22"
02/06/15,"124,867","4,014.57"
02/09/15,"125,203","4,025.36"
02/10/15,"124,639","4,007.23"
02/11/15,"123,226","3,961.81"
02/12/15,"123,523","3,971.34"
02/13/15,"124,617","4,006.54"
02/16/15,"125,637","4,039.32"
02/17/15,"122,818","3,948.68"
02/18/15,"123,025","3,955.36"
02/19/15,"122,611","3,942.05"
02/20/15,"122,274","3,931.21"
02/23/15,"122,175","3,928.03"
02/24/15,"122,164","3,927.67"
02/25/15,"122,539","3,939.73"
02/26/15,"123,266","3,963.08"
02/27/15,"123,618","3,974.42"
03/02/15,"122,981","3,953.93"
03/03/15,"122,778","3,947.42"
03/04/15,"122,392","3,934.99"
03/05/15,"121,455","3,904.88"
03/06/15,"118,993","3,825.72"
03/09/15,"118,651","3,814.73"
03/10/15,"118,353","3,805.14"
03/11/15,"117,422","3,775.22"
03/12/15,"117,394","3,774.29"
03/13/15,"117,812","3,787.74"
03/16/15,"117,433","3,775.57"
03/17/15,"116,914","3,758.86"
03/18/15,"118,779","3,818.83"
03/19/15,"119,595","3,845.08"
03/20/15,"120,729","3,881.54"
03/23/15,"121,671","3,911.83"
03/24/15,"121,463","3,905.13"
03/25/15,"121,970","3,921.43"
03/26/15,"122,803","3,948.21"
03/27/15,"122,179","3,928.14"
03/29/15,"121,955","3,920.93"
03/30/15,"120,789","3,883.45"
03/31/15,"120,643","3,878.78"
04/01/15,"122,737","3,946.08"
04/02/15,"122,428","3,936.16"
04/03/15,"123,366","3,966.30"
04/06/15,"123,755","3,978.80"
04/07/15,"123,261","3,962.92"
04/08/15,"122,653","3,943.37"
04/09/15,"122,959","3,953.24"
04/10/15,"122,983","3,953.99"
04/13/15,"122,216","3,929.35"
04/14/15,"121,351","3,901.53"
04/15/15,"122,514","3,938.93"
04/16/15,"122,277","3,931.30"
04/17/15,"122,301","3,932.06"
04/20/15,"121,379","3,902.43"
04/21/15,"122,251","3,930.47"
04/22/15,"120,864","3,885.87"
04/23/15,"121,540","3,907.59"
04/24/15,"119,813","3,852.07"
04/27/15,"122,451","3,936.90"
04/28/15,"123,472","3,969.73"
04/29/15,"122,952","3,952.99"
04/30/15,"120,744","3,882.00"
05/01/15,"119,830","3,852.64"
05/04/15,"120,900","3,887.04"
05/05/15,"121,586","3,909.07"
05/06/15,"121,478","3,905.60"
05/07/15,"120,890","3,886.71"
05/08/15,"120,971","3,889.32"
05/11/15,"120,695","3,880.45"
05/12/15,"121,510","3,906.65"
05/13/15,"123,902","3,983.54"
05/14/15,"124,591","4,005.70"
05/15/15,"124,653","4,007.70"
05/18/15,"124,854","4,014.15"
05/19/15,"123,084","3,957.24"
05/20/15,"123,569","3,972.84"
05/21/15,"122,913","3,951.75"
05/22/15,"122,910","3,951.65"
05/25/15,"123,065","3,956.63"
05/26/15,"121,041","3,891.55"
05/27/15,"121,213","3,897.08"
05/28/15,"121,064","3,892.30"
05/29/15,"121,405","3,903.26"
06/01/15,"121,238","3,897.88"
06/02/15,"121,596","3,909.41"
06/03/15,"120,719","3,881.21"
06/04/15,"120,176","3,863.74"
06/05/15,"119,435","3,839.93"
06/08/15,"119,562","3,844.00"
06/09/15,"119,940","3,856.15"
06/10/15,"120,941","3,888.35"
06/11/15,"120,479","3,873.50"
06/12/15,"120,240","3,865.81"
06/15/15,"120,850","3,885.43"
06/16/15,"120,390","3,870.63"
06/17/15,"120,785","3,883.32"
06/18/15,"122,612","3,942.06"
06/19/15,"122,213","3,929.25"
06/22/15,"120,612","3,877.76"
06/23/15,"119,911","3,855.21"
06/24/15,"119,627","3,846.10"
06/25/15,"119,481","3,841.40"
06/26/15,"119,492","3,841.74"
06/29/15,"120,215","3,865.02"
06/30/15,"119,606","3,845.43"
07/01/15,"118,900","3,822.71"
07/02/15,"118,720","3,816.92"
07/03/15,"118,891","3,822.45"
07/06/15,"119,208","3,832.62"
07/07/15,"117,782","3,786.79"
07/08/15,"117,669","3,783.14"
07/09/15,"118,082","3,796.43"
07/10/15,"118,226","3,801.04"
07/13/15,"117,832","3,788.39"
07/14/15,"117,713","3,784.56"
07/15/15,"117,242","3,769.43"
07/16/15,"116,639","3,750.04"
07/17/15,"115,461","3,712.15"
07/20/15,"111,874","3,596.82"
07/21/15,"112,322","3,611.22"
07/22/15,"111,575","3,587.21"
07/23/15,"111,156","3,573.75"
07/24/15,"111,874","3,596.84"
07/27/15,"111,477","3,584.08"
07/28/15,"111,480","3,584.18"
07/29/15,"112,486","3,616.50"
07/30/15,"110,662","3,557.87"
07/31/15,"111,386","3,581.13"
08/03/15,"110,636","3,557.03"
08/04/15,"110,659","3,557.75"
08/05/15,"110,500","3,552.65"
08/06/15,"111,072","3,571.06"
08/07/15,"111,406","3,581.79"
08/10/15,"112,375","3,612.94"
08/11/15,"112,834","3,627.70"
08/12/15,"114,701","3,687.74"
08/13/15,"113,523","3,649.83"
08/14/15,"113,522","3,649.80"
08/17/15,"114,013","3,665.60"
08/18/15,"114,280","3,674.20"
08/19/15,"114,713","3,688.11"
08/20/15,"116,938","3,759.64"
08/21/15,"118,397","3,806.56"
08/24/15,"118,316","3,803.96"
08/25/15,"118,516","3,810.37"
08/26/15,"118,193","3,799.99"
08/27/15,"117,346","3,772.76"
08/28/15,"117,846","3,788.82"
08/31/15,"118,155","3,798.77"
09/01/15,"118,283","3,802.89"
09/02/15,"118,603","3,813.17"
09/03/15,"118,276","3,802.66"
09/04/15,"116,960","3,760.35"
09/07/15,"116,640","3,750.06"
09/08/15,"115,369","3,709.20"
09/09/15,"115,285","3,706.51"
09/10/15,"116,145","3,734.14"
09/11/15,"115,674","3,718.99"
09/14/15,"115,816","3,723.57"
09/15/15,"115,525","3,714.21"
09/16/15,"116,875","3,757.63"
09/17/15,"117,671","3,783.21"
09/18/15,"118,871","3,821.78"
09/21/15,"118,299","3,803.39"
09/22/15,"117,497","3,777.63"
09/23/15,"118,121","3,797.69"
09/24/15,"120,793","3,883.57"
09/25/15,"119,645","3,846.68"
09/28/15,"118,297","3,803.33"
09/29/15,"117,712","3,784.54"
09/30/15,"116,463","3,744.37"
10/01/15,"116,478","3,744.84"
10/02/15,"118,875","3,821.93"
10/05/15,"118,666","3,815.19"
10/06/15,"119,954","3,856.60"
10/07/15,"119,707","3,848.66"
10/08/15,"118,906","3,822.90"
10/09/15,"120,818","3,884.39"
10/12/15,"121,680","3,912.09"
10/13/15,"122,128","3,926.50"
10/14/15,"123,730","3,978.01"
10/15/15,"123,698","3,976.97"
10/16/15,"122,823","3,948.86"
10/19/15,"122,271","3,931.10"
10/20/15,"122,802","3,948.19"
10/21/15,"121,987","3,921.97"
10/22/15,"121,883","3,918.64"
10/23/15,"121,603","3,909.63"
10/26/15,"121,481","3,905.70"
10/27/15,"122,711","3,945.24"
10/28/15,"121,749","3,914.31"
10/29/15,"120,660","3,879.31"
10/30/15,"120,560","3,876.09"
11/02/15,"119,569","3,844.23"
11/03/15,"117,877","3,789.84"
11/04/15,"116,679","3,751.31"
11/05/15,"116,333","3,740.18"
11/06/15,"114,909","3,694.40"
11/09/15,"115,468","3,712.38"
11/10/15,"114,902","3,694.18"
11/11/15,"114,071","3,667.48"
11/12/15,"114,379","3,677.36"
11/13/15,"114,190","3,671.30"
11/16/15,"114,208","3,671.88"
11/17/15,"112,988","3,632.66"
11/18/15,"112,918","3,630.39"
11/19/15,"113,964","3,664.04"
11/20/15,"113,765","3,657.63"
11/23/15,"112,233","3,608.39"
11/24/15,"113,432","3,646.94"
11/25/15,"112,641","3,621.48"
11/26/15,"113,229","3,640.40"
11/27/15,"111,559","3,586.70"
11/30/15,"112,366","3,612.64"
12/01/15,"112,451","3,615.37"
12/02/15,"110,986","3,568.27"
12/03/15,"108,128","3,476.39"
12/04/15,"114,556","3,683.07"
12/07/15,"111,795","3,594.31"
12/08/15,"111,101","3,571.98"
12/09/15,"111,345","3,579.82"
12/10/15,"111,401","3,581.63"
12/11/15,"111,917","3,598.21"
12/14/15,"110,780","3,561.66"
12/15/15,"110,887","3,565.10"
12/16/15,"111,361","3,580.35"
12/17/15,"109,908","3,533.63"
12/18/15,"111,647","3,589.54"
12/21/15,"112,596","3,620.05"
12/22/15,"112,558","3,618.84"
12/23/15,"112,313","3,610.94"
12/24/15,"112,763","3,625.42"
12/25/15,"112,715","3,623.86"
12/28/15,"111,967","3,599.83"
12/29/15,"112,525","3,617.76"
12/30/15,"111,301","3,578.43"
12/31/15,"111,357","3,580.22"
01/04/16,"112,544","3,618.37"
01/05/16,"112,934","3,630.91"
01/06/16,"114,733","3,688.75"
01/07/16,"115,967","3,728.43"
01/08/16,"115,836","3,724.21"
01/11/16,"115,204","3,703.90"
01/12/16,"114,123","3,669.15"
01/13/16,"114,359","3,676.74"
01/14/16,"113,847","3,660.27"
01/15/16,"114,248","3,673.14"
01/18/16,"114,345","3,676.28"
01/19/16,"113,598","3,652.24"
01/20/16,"115,299","3,706.94"
01/21/16,"115,316","3,707.51"
01/22/16,"115,215","3,704.24"
01/25/16,"117,968","3,792.75"
01/26/16,"117,478","3,777.00"
01/27/16,"117,844","3,788.78"
01/28/16,"116,740","3,753.26"
01/29/16,"117,307","3,771.50"
02/01/16,"118,827","3,820.36"
02/02/16,"118,453","3,808.35"
02/03/16,"119,859","3,853.55"
02/04/16,"121,191","3,896.38"
02/05/16,"122,281","3,931.43"
02/08/16,"124,169","3,992.11"
02/09/16,"124,495","4,002.62"
02/10/16,"125,310","4,028.81"
02/11/16,"130,383","4,191.91"
02/12/16,"129,258","4,155.75"
02/15/16,"127,132","4,087.38"
02/16/16,"125,102","4,022.12"
02/17/16,"126,601","4,070.32"
02/18/16,"128,996","4,147.32"
02/19/16,"128,647","4,136.11"
02/22/16,"126,591","4,069.99"
02/23/16,"128,578","4,133.88"
02/24/16,"127,875","4,111.26"
02/25/16,"129,188","4,153.50"
02/26/16,"127,864","4,110.93"
02/29/16,"129,662","4,168.74"
03/01/16,"129,145","4,152.10"
03/02/16,"129,845","4,174.63"
03/03/16,"133,177","4,281.74"
03/04/16,"131,762","4,236.24"
03/07/16,"131,930","4,241.64"
03/08/16,"132,027","4,244.78"
03/09/16,"130,934","4,209.62"
03/10/16,"130,955","4,210.30"
03/11/16,"130,433","4,193.53"
03/13/16,"130,210","4,186.36"
03/14/16,"129,523","4,164.26"
03/15/16,"129,087","4,150.26"
03/16/16,"130,382","4,191.88"
03/17/16,"131,946","4,242.16"
03/18/16,"131,379","4,223.94"
03/21/16,"130,283","4,188.70"
03/22/16,"130,731","4,203.11"
03/23/16,"127,292","4,092.52"
03/24/16,"127,450","4,097.62"
03/25/16,"127,396","4,095.87"
03/28/16,"127,991","4,115.02"
03/29/16,"130,241","4,187.36"
03/30/16,"128,231","4,122.72"
03/31/16,"129,335","4,158.21"
04/01/16,"128,043","4,116.68"
04/04/16,"127,220","4,090.23"
04/05/16,"127,852","4,110.53"
04/06/16,"128,822","4,141.73"
04/07/16,"129,932","4,177.42"
04/08/16,"129,793","4,172.95"
04/11/16,"131,867","4,239.61"
04/12/16,"131,438","4,225.83"
04/13/16,"129,866","4,175.29"
04/14/16,"128,236","4,122.87"
04/15/16,"129,515","4,164.00"
04/18/16,"129,151","4,152.29"
04/19/16,"131,071","4,214.02"
04/20/16,"130,657","4,200.73"
04/21/16,"130,829","4,206.26"
04/22/16,"128,574","4,133.74"
04/25/16,"129,286","4,156.64"
04/26/16,"130,220","4,186.68"
04/27/16,"130,459","4,194.35"
04/28/16,"132,788","4,269.23"
04/29/16,"134,085","4,310.94"
05/02/16,"134,776","4,333.16"
05/03/16,"135,737","4,364.04"
05/04/16,"133,861","4,303.72"
05/05/16,"133,850","4,303.39"
05/06/16,"134,921","4,337.81"
05/09/16,"132,348","4,255.08"
05/10/16,"132,572","4,262.30"
05/11/16,"133,789","4,301.42"
05/12/16,"132,226","4,251.16"
05/13/16,"133,289","4,285.33"
05/16/16,"133,397","4,288.82"
05/17/16,"134,029","4,309.12"
05/18/16,"131,746","4,235.72"
05/19/16,"131,400","4,224.61"
05/20/16,"131,258","4,220.05"
05/23/16,"130,922","4,209.23"
05/24/16,"128,619","4,135.18"
05/25/16,"127,884","4,111.58"
05/26/16,"128,011","4,115.65"
05/27/16,"127,054","4,084.89"
05/30/16,"126,386","4,063.41"
05/31/16,"127,387","4,095.60"
06/01/16,"127,111","4,086.70"
06/02/16,"126,612","4,070.66"
06/03/16,"130,189","4,185.66"
06/06/16,"130,274","4,188.41"
06/07/16,"130,133","4,183.88"
06/08/16,"132,255","4,252.09"
06/09/16,"132,349","4,255.13"
06/10/16,"132,629","4,264.12"
06/13/16,"135,073","4,342.69"
06/14/16,"134,378","4,320.34"
06/15/16,"134,313","4,318.27"
06/16/16,"133,624","4,296.11"
06/17/16,"136,217","4,379.48"
06/20/16,"135,129","4,344.51"
06/21/16,"132,312","4,253.93"
06/22/16,"132,539","4,261.24"
06/23/16,"131,541","4,229.15"
06/24/16,"139,693","4,491.23"
06/27/16,"138,834","4,463.62"
06/28/16,"137,904","4,433.71"
06/29/16,"138,077","4,439.28"
06/30/16,"138,446","4,451.15"
07/01/16,"140,584","4,519.87"
07/04/16,"141,438","4,547.33"
07/05/16,"142,006","4,565.61"
07/06/16,"142,813","4,591.56"
07/07/16,"142,733","4,588.96"
07/08/16,"143,085","4,600.30"
07/11/16,"142,064","4,567.47"
07/12/16,"139,670","4,490.50"
07/13/16,"140,759","4,525.49"
07/14/16,"139,913","4,498.30"
07/15/16,"140,252","4,509.19"
07/18/16,"138,994","4,468.74"
07/19/16,"139,646","4,489.72"
07/20/16,"137,940","4,434.89"
07/21/16,"139,526","4,485.86"
07/22/16,"138,575","4,455.30"
07/25/16,"137,944","4,434.99"
07/26/16,"138,403","4,449.75"
07/27/16,"141,277","4,542.17"
07/28/16,"140,016","4,501.62"
07/29/16,"141,622","4,553.25"
08/01/16,"141,796","4,558.86"
08/02/16,"142,893","4,594.13"
08/03/16,"142,144","4,570.05"
08/04/16,"142,480","4,580.85"
08/05/16,"139,704","4,491.59"
08/08/16,"139,733","4,492.51"
08/09/16,"140,130","4,505.29"
08/10/16,"140,796","4,526.69"
08/11/16,"139,945","4,499.35"
08/12/16,"139,767","4,493.61"
08/15/16,"141,072","4,535.57"
08/16/16,"140,897","4,529.93"
08/17/16,"141,132","4,537.50"
08/18/16,"141,679","4,555.10"
08/19/16,"140,387","4,513.54"
08/22/16,"140,289","4,510.40"
08/23/16,"140,174","4,506.70"
08/24/16,"138,682","4,458.74"
08/25/16,"138,457","4,451.48"
08/26/16,"138,429","4,450.61"
08/29/16,"138,675","4,458.51"
08/30/16,"137,407","4,417.75"
08/31/16,"137,051","4,406.29"
09/01/16,"137,613","4,424.35"
09/02/16,"138,345","4,447.88"
09/05/16,"138,334","4,447.54"
09/06/16,"141,161","4,538.42"
09/07/16,"140,497","4,517.07"
09/08/16,"139,635","4,489.36"
09/09/16,"138,584","4,455.58"
09/12/16,"138,482","4,452.28"
09/13/16,"137,581","4,423.33"
09/14/16,"138,011","4,437.15"
