Date,Silver Price (oz),Silver Price (gram)
2018/01/22,"1,884.57",60.590
2018/01/23,"1,889.31",60.743
2018/01/24,"1,936.80",62.270
2018/01/25,"1,916.31",61.611
2018/01/26,"1,924.95",61.889
2018/01/29,"1,899.30",61.064
2018/01/30,"1,897.15",60.995
2018/01/31,"1,919.92",61.727
2018/02/01,"1,903.52",61.200
2018/02/02,"1,835.68",59.018
2018/02/05,"1,855.25",59.648
2018/02/06,"1,846.06",59.352
2018/02/07,"1,818.22",58.457
2018/02/08,"1,819.26",58.490
2018/02/09,"1,810.98",58.224
2018/02/12,"1,833.46",58.947
2018/02/13,"1,837.08",59.063
2018/02/14,"1,871.32",60.164
2018/02/15,"1,866.35",60.005
2018/02/16,"1,840.98",59.189
2018/02/19,"1,843.79",59.279
2018/02/20,"1,821.91",58.576
2018/02/21,"1,829.81",58.830
2018/02/22,"1,836.88",59.057
2018/02/23,"1,828.47",58.787
2018/02/26,"1,839.66",59.146
2018/02/27,"1,818.28",58.459
2018/02/28,"1,816.15",58.391
2018/03/01,"1,823.08",58.613
2018/03/02,"1,825.55",58.693
2018/03/05,"1,819.08",58.485
2018/03/06,"1,857.82",59.730
2018/03/07,"1,825.92",58.705
2018/03/08,"1,825.24",58.683
2018/03/09,"1,838.20",59.099
2018/03/12,"1,833.02",58.933
2018/03/13,"1,832.75",58.924
2018/03/14,"1,833.03",58.933
2018/03/15,"1,814.96",58.352
2018/03/16,"1,805.95",58.063
2018/03/19,"1,805.45",58.046
2018/03/20,"1,790.61",57.569
2018/03/21,"1,905.69",61.269
2018/03/22,"1,904.02",61.216
2018/03/23,"1,913.49",61.520
2018/03/26,"1,930.32",62.061
2018/03/27,"1,912.54",61.490
2018/03/28,"1,886.65",60.657
2018/03/29,"1,890.95",60.795
2018/03/30,"1,893.53",60.878
2018/04/02,"1,920.22",61.737
2018/04/03,"1,900.09",61.089
2018/04/04,"1,887.89",60.697
2018/04/05,"1,901.17",61.124
2018/04/06,"1,891.64",60.818
2018/04/09,"1,903.11",61.186
2018/04/10,"1,917.21",61.640
2018/04/11,"1,927.75",61.979
2018/04/12,"1,906.95",61.310
2018/04/13,"1,925.41",61.903
2018/04/16,"1,933.58",62.166
2018/04/17,"1,937.19",62.282
2018/04/18,"1,989.95",63.978
2018/04/19,"1,994.47",64.124
2018/04/20,"1,978.78",63.619
2018/04/23,"1,926.70",61.945
2018/04/24,"1,937.50",62.292
2018/04/25,"1,918.63",61.685
2018/04/26,"1,915.24",61.576
2018/04/27,"1,910.62",61.428
2018/04/30,"1,890.09",60.768
2018/05/01,"1,876.29",60.324
2018/05/02,"1,896.01",60.958
2018/05/03,"1,902.41",61.164
2018/05/04,"1,912.93",61.502
2018/05/07,"1,909.38",61.388
2018/05/08,"1,909.56",61.394
2018/05/09,"1,907.40",61.324
2018/05/10,"1,934.34",62.190
2018/05/11,"1,925.39",61.903
2018/05/14,"1,912.38",61.484
2018/05/15,"1,884.68",60.594
2018/05/16,"1,895.04",60.927
2018/05/17,"1,902.42",61.164
2018/05/18,"1,904.45",61.229
2018/05/21,"1,909.44",61.390
2018/05/22,"1,925.31",61.900
2018/05/23,"1,904.51",61.231
2018/05/24,"1,927.22",61.961
2018/05/25,"1,907.04",61.313
2018/05/28,"1,909.20",61.382
2018/05/29,"1,899.67",61.076
2018/05/30,"1,909.91",61.405
2018/05/31,"1,902.31",61.161
2018/06/01,"1,896.17",60.963
2018/06/04,"1,901.70",61.141
2018/06/05,"1,907.57",61.330
2018/06/06,"1,930.60",62.070
2018/06/07,"1,936.33",62.254
2018/06/08,"1,941.54",62.422
2018/06/11,"1,957.22",62.926
2018/06/12,"1,947.92",62.627
2018/06/13,"2,009.76",64.615
2018/06/14,"2,012.15",64.692
2018/06/15,"1,984.87",63.815
2018/06/18,"1,981.00",63.691
2018/06/19,"1,978.86",63.622
2018/06/20,"1,983.25",63.763
2018/06/21,"1,986.48",63.867
2018/06/22,"2,000.67",64.323
2018/06/25,"1,984.63",63.807
2018/06/26,"1,981.09",63.693
2018/06/27,"1,956.95",62.917
2018/06/28,"1,949.97",62.693
2018/06/29,"1,959.32",62.994
2018/07/02,"1,930.04",62.052
2018/07/03,"1,951.95",62.757
2018/07/04,"1,958.67",62.973
2018/07/05,"1,952.35",62.769
2018/07/06,"1,949.84",62.689
2018/07/09,"1,958.96",62.982
2018/07/10,"1,948.75",62.654
2018/07/11,"1,922.31",61.804
2018/07/12,"1,938.10",62.311
2018/07/13,"1,921.93",61.791
2018/07/16,"1,919.79",61.723
2018/07/17,"1,983.95",63.786
2018/07/18,"1,986.82",63.878
2018/07/19,"1,975.20",63.504
2018/07/20,"1,993.53",64.093
2018/07/23,"1,987.73",63.907
2018/07/24,"2,000.48",64.317
2018/07/25,"2,017.15",64.853
2018/07/26,"1,988.64",63.936
2018/07/27,"1,999.61",64.289
2018/07/30,"1,885.03",60.605
2018/07/31,"1,916.70",61.623
2018/08/01,"1,902.70",61.173
2018/08/02,"1,886.83",60.663
2018/08/03,"1,913.66",61.526
2018/08/06,"1,901.70",61.141
2018/08/07,"1,901.63",61.139
2018/08/08,"1,904.83",61.242
2018/08/09,"1,904.73",61.238
2018/08/10,"1,898.15",61.027
2018/08/13,"1,856.37",59.684
2018/08/14,"1,865.64",59.982
2018/08/15,"1,823.84",58.638
2018/08/16,"1,812.47",58.272
2018/08/17,"1,830.49",58.852
2018/08/20,"1,818.65",58.471
2018/08/21,"1,815.18",58.359
2018/08/22,"1,808.38",58.141
2018/08/23,"1,785.95",57.420
2018/08/24,"1,808.90",58.157
2018/08/27,"1,833.29",58.942
2018/08/28,"1,816.10",58.389
2018/08/29,"1,817.73",58.441
2018/08/30,"1,791.24",57.590
2018/08/31,"1,787.90",57.482
2018/09/03,"1,784.03",57.358
2018/09/04,"1,745.59",56.122
2018/09/05,"1,749.13",56.236
2018/09/06,"1,745.81",56.129
2018/09/07,"1,746.27",56.144
2018/09/10,"1,747.27",56.176
2018/09/11,"1,740.18",55.948
2018/09/12,"1,754.41",56.406
2018/09/13,"1,752.75",56.352
2018/09/14,"1,742.03",56.008
2018/09/17,"1,742.15",56.011
2018/09/18,"1,747.86",56.195
2018/09/19,"1,758.04",56.522
2018/09/20,"1,769.20",56.881
2018/09/21,"1,769.44",56.889
2018/09/24,"1,759.68",56.575
2018/09/25,"1,790.91",57.579
2018/09/26,"1,775.36",57.079
2018/09/28,"1,810.99",58.225
2018/10/01,"1,786.27",57.430
2018/10/02,"1,818.91",58.479
2018/10/03,"1,807.59",58.116
2018/10/04,"1,802.06",57.937
2018/10/05,"1,808.42",58.142
2018/10/08,"1,774.13",57.040
2018/10/09,"1,770.72",56.930
2018/10/10,"1,834.39",58.977
2018/10/11,"1,922.51",61.810
2018/10/12,"1,945.78",62.558
2018/10/15,"1,940.25",62.380
2018/10/16,"1,936.17",62.249
2018/10/17,"1,940.70",62.395
2018/10/18,"1,938.08",62.311
2018/10/19,"1,951.57",62.744
2018/10/22,"1,936.24",62.251
2018/10/23,"1,972.35",63.412
2018/10/24,"1,962.31",63.090
2018/10/25,"1,933.18",62.153
2018/10/26,"1,963.93",63.142
2018/10/29,"1,925.46",61.905
2018/10/30,"1,917.46",61.648
2018/10/31,"1,907.10",61.315
2018/11/01,"1,965.86",63.204
2018/11/02,"1,965.78",63.201
2018/11/05,"1,957.40",62.932
2018/11/06,"1,943.73",62.492
2018/11/07,"1,947.40",62.610
2018/11/08,"1,922.91",61.823
2018/11/09,"1,896.70",60.980
2018/11/12,"1,882.27",60.516
2018/11/13,"1,865.32",59.971
2018/11/14,"1,898.63",61.042
2018/11/15,"1,915.27",61.577
2018/11/16,"1,930.60",62.070
2018/11/19,"1,935.02",62.212
2018/11/20,"1,925.13",61.894
2018/11/21,"1,946.80",62.591
2018/11/22,"1,950.46",62.709
2018/11/23,"1,920.94",61.760
2018/11/26,"1,915.93",61.599
2018/11/27,"1,906.02",61.280
2018/11/28,"1,926.18",61.928
2018/11/29,"1,921.35",61.773
2018/11/30,"1,902.48",61.166
2018/12/03,"2,000.20",64.308
2018/12/04,"2,000.22",64.309
2018/12/05,"2,008.56",64.577
2018/12/06,"2,006.04",64.496
2018/12/07,"2,029.50",65.250
2018/12/10,"2,019.87",64.940
2018/12/11,"2,032.33",65.341
2018/12/12,"2,050.08",65.912
2018/12/13,"2,057.18",66.140
2018/12/14,"2,025.64",65.126
2018/12/17,"2,046.99",65.812
2018/12/18,"2,045.28",65.757
2018/12/19,"2,041.53",65.637
2018/12/20,"2,053.72",66.029
2018/12/21,"2,035.00",65.427
2018/12/24,"2,063.29",66.336
2018/12/25,"2,056.82",66.128
2018/12/26,"2,102.81",67.607
2018/12/27,"2,121.86",68.220
2018/12/28,"2,139.95",68.801
2018/12/31,"2,166.58",69.657
2019/01/02,"2,161.85",69.505
2019/01/03,"2,189.48",70.393
2019/01/04,"2,181.88",70.149
2019/01/07,"2,177.55",70.010
2019/01/08,"2,184.67",70.239
2019/01/09,"2,203.64",70.849
2019/01/10,"2,178.38",70.036
2019/01/11,"2,181.07",70.123
2019/01/14,"2,192.57",70.493
2019/01/15,"2,167.08",69.673
2019/01/16,"2,178.12",70.028
2019/01/17,"2,169.42",69.748
2019/01/18,"2,134.83",68.636
2019/01/21,"2,136.36",68.685
2019/01/22,"2,145.23",68.971
2019/01/23,"2,145.21",68.970
2019/01/24,"2,139.01",68.771
2019/01/25,"2,191.01",70.443
2019/01/28,"2,192.44",70.489
2019/01/29,"2,210.55",71.071
2019/01/30,"2,239.46",72.000
2019/01/31,"2,243.99",72.146
2019/02/01,"2,201.84",70.791
2019/02/04,"2,210.69",71.075
2019/02/05,"2,201.05",70.765
2019/02/06,"2,181.10",70.124
2019/02/07,"2,192.82",70.501
2019/02/08,"2,197.13",70.640
2019/02/11,"2,191.35",70.453
2019/02/12,"2,192.07",70.477
2019/02/13,"2,180.44",70.103
2019/02/14,"2,180.45",70.103
2019/02/15,"2,196.41",70.616
2019/02/18,"2,207.02",70.957
2019/02/19,"2,222.59",71.458
2019/02/20,"2,236.98",71.921
2019/02/21,"2,211.77",71.110
2019/02/22,"2,224.43",71.517
2019/02/25,"2,216.39",71.258
2019/02/26,"2,221.05",71.408
2019/02/27,"2,194.98",70.570
2019/02/28,"2,180.57",70.107
2019/03/01,"2,108.56",67.792
2019/03/04,"2,106.82",67.736
2019/03/05,"2,107.30",67.751
2019/03/06,"2,098.26",67.461
2019/03/07,"2,101.39",67.561
2019/03/08,"2,143.83",68.926
2019/03/11,"2,136.04",68.675
2019/03/12,"2,158.77",69.406
2019/03/13,"2,152.39",69.201
2019/03/14,"2,124.05",68.290
2019/03/15,"2,129.62",68.469
2019/03/18,"2,153.17",69.226
2019/03/19,"2,149.90",69.121
2019/03/20,"2,173.03",69.864
2019/03/21,"2,162.87",69.538
2019/03/22,"2,155.92",69.314
2019/03/25,"2,178.00",70.024
2019/03/26,"2,170.15",69.772
2019/03/27,"2,148.03",69.061
2019/03/28,"2,114.12",67.970
2019/03/29,"2,131.88",68.542
2019/04/01,"2,126.70",68.375
2019/04/02,"2,121.27",68.201
2019/04/03,"2,145.73",68.987
2019/04/04,"2,143.54",68.916
2019/04/05,"2,136.38",68.686
2019/04/08,"2,159.54",69.431
2019/04/09,"2,155.09",69.288
2019/04/10,"2,157.70",69.372
2019/04/11,"2,125.60",68.340
2019/04/12,"2,117.35",68.074
2019/04/15,"2,129.32",68.459
2019/04/16,"2,126.10",68.356
2019/04/17,"2,123.33",68.267
2019/04/18,"2,124.04",68.289
2019/04/19,"2,124.70",68.311
2019/04/22,"2,127.32",68.395
2019/04/23,"2,100.00",67.517
2019/04/24,"2,114.23",67.974
2019/04/25,"2,118.31",68.105
2019/04/26,"2,134.13",68.614
2019/04/29,"2,113.19",67.941
2019/04/30,"2,117.14",68.068
2019/05/01,"2,080.89",66.902
2019/05/02,"2,069.28",66.529
2019/05/03,"2,112.55",67.920
2019/05/06,"2,112.23",67.910
2019/05/07,"2,109.73",67.829
2019/05/08,"2,102.07",67.583
2019/05/09,"2,090.34",67.206
2019/05/10,"2,092.93",67.289
2019/05/13,"2,094.52",67.341
2019/05/14,"2,097.25",67.428
2019/05/15,"2,097.60",67.439
2019/05/16,"2,058.63",66.186
2019/05/17,"2,074.54",66.698
2019/05/20,"2,140.48",68.818
2019/05/21,"2,180.91",70.118
2019/05/22,"2,201.14",70.768
2019/05/23,"2,219.42",71.356
2019/05/24,"2,214.41",71.195
2019/05/27,"2,201.85",70.791
2019/05/28,"2,167.53",69.688
2019/05/29,"2,162.54",69.527
2019/05/30,"2,194.94",70.569
2019/05/31,"2,141.22",68.842
2019/06/03,"2,170.29",69.777
2019/06/04,"2,185.70",70.272
2019/06/05,"2,181.32",70.131
2019/06/06,"2,194.37",70.551
2019/06/07,"2,245.19",72.185
2019/06/10,"2,217.50",71.294
2019/06/11,"2,234.16",71.830
2019/06/12,"2,239.46",72.000
2019/06/13,"2,269.77",72.975
2019/06/14,"2,282.24",73.376
2019/06/17,"2,327.66",74.836
2019/06/18,"2,357.28",75.788
2019/06/19,"2,376.33",76.401
2019/06/20,"2,428.80",78.088
2019/06/21,"2,408.16",77.424
2019/06/24,"2,433.38",78.235
2019/06/25,"2,408.89",77.448
2019/06/26,"2,400.71",77.185
2019/06/27,"2,457.90",79.023
2019/06/28,"2,496.75",80.272
2019/06/30,"2,488.55",80.009
2019/07/01,"2,458.74",79.050
2019/07/02,"2,408.30",77.429
2019/07/03,"2,428.18",78.068
2019/07/04,"2,421.64",77.858
2019/07/05,"2,354.05",75.684
2019/07/07,"2,350.20",75.561
2019/07/08,"2,376.43",76.404
2019/07/09,"2,391.43",76.886
2019/07/10,"2,418.07",77.743
2019/07/11,"2,397.23",77.073
2019/07/12,"2,405.39",77.335
2019/07/14,"2,420.58",77.824
2019/07/15,"2,456.16",78.967
2019/07/16,"2,483.59",79.849
2019/07/17,"2,542.49",81.743
2019/07/18,"2,603.72",83.712
2019/07/19,"2,592.23",83.342
2019/07/21,"2,592.60",83.354
2019/07/22,"2,615.31",84.084
2019/07/23,"2,624.81",84.390
2019/07/24,"2,670.55",85.860
2019/07/25,"2,645.96",85.070
2019/07/26,"2,633.89",84.681
2019/07/28,"2,638.64",84.834
2019/07/29,"2,650.43",85.213
2019/07/30,"2,666.70",85.737
2019/07/31,"2,614.27",84.051
2019/08/01,"2,620.00",84.235
2019/08/02,"2,585.27",83.118
2019/08/04,"2,591.08",83.305
2019/08/05,"2,637.34",84.792
2019/08/06,"2,624.69",84.386
2019/08/07,"2,733.07",87.870
2019/08/08,"2,715.48",87.305
2019/08/09,"2,680.05",86.166
2019/08/11,"2,685.78",86.350
2019/08/12,"2,737.61",88.016
2019/08/13,"2,721.30",87.492
2019/08/14,"2,763.43",88.846
2019/08/15,"2,766.36",88.941
2019/08/16,"2,733.18",87.874
2019/08/18,"2,745.47",88.269
2019/08/19,"2,673.02",85.939
2019/08/20,"2,745.04",88.255
2019/08/21,"2,742.28",88.166
2019/08/22,"2,731.27",87.812
2019/08/23,"2,790.29",89.710
2019/08/25,"2,777.26",89.291
2019/08/26,"2,807.28",90.256
2019/08/27,"2,894.32",93.055
2019/08/28,"2,908.82",93.521
2019/08/29,"2,893.26",93.020
2019/08/30,"2,894.93",93.074
2019/09/01,"2,896.70",93.131
2019/09/02,"2,883.73",92.714
2019/09/03,"3,034.23",97.553
2019/09/04,"3,067.69",98.629
2019/09/05,"2,930.30",94.211
2019/09/06,"2,837.82",91.238
2019/09/08,"2,829.57",90.973
2019/09/09,"2,810.00",90.344
2019/09/10,"2,824.24",90.801
2019/09/11,"2,831.63",91.039
2019/09/12,"2,830.77",91.011
2019/09/13,"2,732.75",87.860
2019/09/16,"2,776.71",89.273
2019/09/17,"2,819.07",90.635
2019/09/18,"2,773.46",89.169
2019/09/19,"2,790.90",89.730
2019/09/20,"2,818.39",90.613
2019/09/22,"2,813.36",90.452
2019/09/23,"2,918.59",93.835
2019/09/24,"2,917.91",93.813
2019/09/25,"2,817.72",90.592
2019/09/26,"2,811.43",90.389
2019/09/27,"2,750.29",88.424
2019/09/29,"2,747.71",88.341
2019/09/30,"2,678.56",86.118
2019/10/01,"2,708.37",87.076
2019/10/02,"2,749.07",88.385
2019/10/03,"2,761.28",88.777
2019/10/04,"2,744.77",88.246
2019/10/06,"2,756.52",88.624
2019/10/07,"2,726.13",87.647
2019/10/08,"2,787.72",89.627
2019/10/09,"2,803.79",90.144
2019/10/10,"2,742.68",88.179
2019/10/11,"2,746.11",88.289
2019/10/13,"2,741.81",88.151
2019/10/14,"2,767.54",88.978
2019/10/15,"2,725.03",87.612
2019/10/16,"2,716.16",87.327
2019/10/17,"2,739.29",88.070
2019/10/18,"2,736.14",87.969
2019/10/21,"2,739.98",88.092
2019/10/22,"2,743.93",88.220
2019/10/23,"2,739.85",88.088
2019/10/24,"2,777.13",89.287
2019/10/25,"2,811.25",90.384
2019/10/28,"2,776.93",89.280
2019/10/29,"2,769.48",89.041
2019/10/30,"2,777.66",89.304
2019/10/31,"2,813.18",90.446
2019/11/01,"2,807.36",90.259
2019/11/03,"2,808.69",90.301
2019/11/04,"2,804.71",90.173
2019/11/05,"2,746.50",88.302
2019/11/06,"2,751.39",88.459
2019/11/07,"2,671.51",85.891
2019/11/08,"2,622.13",84.303
2019/11/10,"2,628.81",84.518
2019/11/11,"2,625.26",84.404
2019/11/12,"2,622.67",84.321
2019/11/13,"2,642.95",84.973
2019/11/14,"2,650.02",85.200
2019/11/15,"2,638.05",84.815
2019/11/17,"2,636.31",84.759
2019/11/18,"2,657.03",85.425
2019/11/19,"2,675.53",86.020
2019/11/20,"2,677.82",86.094
2019/11/21,"2,657.81",85.451
2019/11/22,"2,643.50",84.990
2019/11/24,"2,629.69",84.546
2019/11/25,"2,626.17",84.433
2019/11/26,"2,653.46",85.311
2019/11/27,"2,638.91",84.843
2019/11/28,"2,631.79",84.614
2019/11/29,"2,643.55",84.992
2019/12/01,"2,632.25",84.629
2019/12/02,"2,626.66",84.449
2019/12/03,"2,664.10",85.653
2019/12/04,"2,617.47",84.154
2019/12/05,"2,630.18",84.562
2019/12/06,"2,566.41",82.512
2019/12/08,"2,569.98",82.627
2019/12/09,"2,574.44",82.770
2019/12/10,"2,582.37",83.025
2019/12/11,"2,615.34",84.085
2019/12/12,"2,617.28",84.147
2019/12/13,"2,624.07",84.366
2019/12/15,"2,623.97",84.363
2019/12/16,"2,640.73",84.901
2019/12/17,"2,635.91",84.746
2019/12/18,"2,637.29",84.791
2019/12/19,"2,636.25",84.758
2019/12/20,"2,663.07",85.620
2019/12/22,"2,657.54",85.442
2019/12/23,"2,702.00",86.871
2019/12/24,"2,751.86",88.474
2019/12/25,"2,748.56",88.368
2019/12/26,"2,773.00",89.154
2019/12/27,"2,750.60",88.434
2019/12/29,"2,759.60",88.723
2019/12/30,"2,775.59",89.237
2019/12/31,"2,765.75",88.921
2020/01/01,"2,785.46",89.555
2020/01/02,"2,791.83",89.759
2020/01/03,"2,796.71",89.916
2020/01/05,"2,816.06",90.538
2020/01/06,"2,809.98",90.343
2020/01/07,"2,881.27",92.635
2020/01/08,"2,808.34",90.290
2020/01/09,"2,771.31",89.100
2020/01/10,"2,803.47",90.134
2020/01/12,"2,791.15",89.738
2020/01/13,"2,776.58",89.269
2020/01/14,"2,762.19",88.806
2020/01/15,"2,787.97",89.635
2020/01/16,"2,776.69",89.273
2020/01/17,"2,788.20",89.643
2020/01/19,"2,788.97",89.667
2020/01/20,"2,795.82",89.888
2020/01/21,"2,745.24",88.261
2020/01/22,"2,763.23",88.840
2020/01/23,"2,749.17",88.388
2020/01/24,"2,801.03",90.055
2020/01/26,"2,814.64",90.493
2020/01/27,"2,795.13",89.866
2020/01/28,"2,700.89",86.836
2020/01/29,"2,714.01",87.258
2020/01/30,"2,756.65",88.628
2020/01/31,"2,785.50",89.556
2020/02/02,"2,792.69",89.787
2020/02/03,"2,734.21",87.907
2020/02/04,"2,720.29",87.459
2020/02/05,"2,721.58",87.501
2020/02/06,"2,752.04",88.480
2020/02/07,"2,734.98",87.932
2020/02/09,"2,742.58",88.176
2020/02/10,"2,746.93",88.316
2020/02/11,"2,724.71",87.602
2020/02/12,"2,706.91",87.029
2020/02/13,"2,727.05",87.677
2020/02/14,"2,738.86",88.057
2020/02/16,"2,738.43",88.043
2020/02/17,"2,749.94",88.413
2020/02/18,"2,804.48",90.166
2020/02/19,"2,837.83",91.238
2020/02/20,"2,842.60",91.392
2020/02/21,"2,854.09",91.761
2020/02/23,"2,883.25",92.699
2020/02/24,"2,871.21",92.312
2020/02/25,"2,786.79",89.597
2020/02/26,"2,764.61",88.884
2020/02/27,"2,744.89",88.250
2020/02/28,"2,572.95",82.722
2020/03/01,"2,574.41",82.769
2020/03/02,"2,595.87",83.459
2020/03/03,"2,661.87",85.581
2020/03/04,"2,650.68",85.221
2020/03/05,"2,696.99",86.710
2020/03/06,"2,676.33",86.046
2020/03/08,"2,702.43",86.885
2020/03/09,"2,657.42",85.438
2020/03/10,"2,665.89",85.710
2020/03/11,"2,678.02",86.100
2020/03/12,"2,498.84",80.340
2020/03/13,"2,313.68",74.387
2020/03/15,"2,328.33",74.858
2020/03/16,"2,066.11",66.427
2020/03/17,"2,031.95",65.329
2020/03/18,"1,950.41",62.707
2020/03/19,"1,925.63",61.911
2020/03/20,"1,999.06",64.271
2020/03/22,"1,973.05",63.435
2020/03/23,"2,175.76",69.952
2020/03/24,"2,328.65",74.868
2020/03/25,"2,302.75",74.035
2020/03/26,"2,347.47",75.473
2020/03/27,"2,337.98",75.168
2020/03/29,"2,356.07",75.749
2020/03/30,"2,324.81",74.744
2020/03/31,"2,322.40",74.667
2020/04/01,"2,328.48",74.862
2020/04/02,"2,409.56",77.469
2020/04/03,"2,398.53",77.115
2020/04/05,"2,406.41",77.368
2020/04/06,"2,538.58",81.617
2020/04/07,"2,508.56",80.652
2020/04/08,"2,511.78",80.755
2020/04/09,"2,576.60",82.840
2020/04/10,"2,549.09",81.955
2020/04/12,"2,557.52",82.226
2020/04/13,"2,569.26",82.604
2020/04/14,"2,613.49",84.026
2020/04/15,"2,572.02",82.692
2020/04/16,"2,591.68",83.324
2020/04/17,"2,532.41",81.419
2020/04/20,"2,494.41",80.197
2020/04/21,"2,402.06",77.228
2020/04/22,"2,416.64",77.697
2020/04/23,"2,438.74",78.407
2020/04/24,"2,455.24",78.938
2020/04/26,"2,453.88",78.894
2020/04/27,"2,437.99",78.383
2020/04/28,"2,439.89",78.444
2020/04/29,"2,467.96",79.347
2020/04/30,"2,401.39",77.207
2020/05/01,"2,400.80",77.188
2020/05/03,"2,379.09",76.490
2020/05/04,"2,352.77",75.643
2020/05/05,"2,385.83",76.706
2020/05/06,"2,372.60",76.281
2020/05/07,"2,445.51",78.625
2020/05/08,"2,472.97",79.508
2020/05/11,"2,471.59",79.464
2020/05/12,"2,476.82",79.632
2020/05/13,"2,506.67",80.591
2020/05/14,"2,546.61",81.875
2020/05/15,"2,659.91",85.518
2020/05/17,"2,706.15",87.005
2020/05/18,"2,744.31",88.232
2020/05/19,"2,791.41",89.746
2020/05/20,"2,806.66",90.236
2020/05/21,"2,739.81",88.087
2020/05/22,"2,763.92",88.862
2020/05/24,"2,756.13",88.612
2020/05/25,"2,757.45",88.654
2020/05/26,"2,764.78",88.890
2020/05/27,"2,776.28",89.259
2020/05/28,"2,807.81",90.273
2020/05/29,"2,874.56",92.419
2020/05/31,"2,942.07",94.590
2020/06/01,"2,986.97",96.033
2020/06/02,"2,989.17",96.104
2020/06/03,"2,915.13",93.724
2020/06/04,"2,891.56",92.966
2020/06/05,"2,847.73",91.557
2020/06/07,"2,847.02",91.534
2020/06/08,"2,893.70",93.035
2020/06/09,"2,881.01",92.627
2020/06/10,"2,956.48",95.053
2020/06/11,"2,899.91",93.234
2020/06/12,"2,875.45",92.448
2020/06/14,"2,887.24",92.827
2020/06/15,"2,865.37",92.124
2020/06/16,"2,887.10",92.822
2020/06/17,"2,896.71",93.132
2020/06/18,"2,897.33",93.151
2020/06/19,"2,936.56",94.412
2020/06/21,"2,969.92",95.485
2020/06/22,"2,968.24",95.431
2020/06/23,"3,006.14",96.650
2020/06/24,"2,939.61",94.511
2020/06/25,"2,985.56",95.988
2020/06/26,"2,979.11",95.781
2020/06/28,"2,986.18",96.008
2020/06/29,"3,003.74",96.573
2020/06/30,"3,055.30",98.230
2020/07/01,"3,024.82",97.250
2020/07/02,"3,014.52",96.919
2020/07/03,"3,025.15",97.261
2020/07/05,"3,015.43",96.948
2020/07/06,"3,045.43",97.913
2020/07/07,"3,053.35",98.168
2020/07/08,"3,124.38",100.45
2020/07/09,"3,119.98",100.31
2020/07/10,"3,115.11",100.15
2020/07/12,"3,123.01",100.41
2020/07/13,"3,193.76",102.68
2020/07/14,"3,222.03",103.59
2020/07/15,"3,246.55",104.38
2020/07/16,"3,200.56",102.90
2020/07/17,"3,238.62",104.12
2020/07/20,"3,338.67",107.34
2020/07/21,"3,762.67",120.97
2020/07/22,"3,831.47",123.18
2020/07/23,"3,791.86",121.91
2020/07/24,"3,812.00",122.56
2020/07/26,"3,871.22",124.46
2020/07/27,"4,097.67",131.74
2020/07/28,"4,037.74",129.82
2020/07/29,"4,045.74",130.07
2020/07/30,"3,925.51",126.21
2020/07/31,"4,088.91",131.46
2020/08/02,"4,111.26",132.18
2020/08/03,"4,050.99",130.24
2020/08/04,"4,399.57",141.45
2020/08/05,"4,519.36",145.30
2020/08/06,"4,875.93",156.76
2020/08/07,"4,750.73",152.74
2020/08/09,"4,747.20",152.63
2020/08/10,"4,894.48",157.36
2020/08/11,"4,200.62",135.05
2020/08/12,"4,319.40",138.87
2020/08/13,"4,619.93",148.53
2020/08/14,"4,464.35",143.53
2020/08/16,"4,427.28",142.34
2020/08/17,"4,592.25",147.64
2020/08/18,"4,696.02",150.98
2020/08/19,"4,495.55",144.54
2020/08/20,"4,629.75",148.85
2020/08/21,"4,513.78",145.12
2020/08/23,"4,479.58",144.02
2020/08/24,"4,489.84",144.35
2020/08/25,"4,466.39",143.60
2020/08/26,"4,623.75",148.66
2020/08/27,"4,511.73",145.06
2020/08/28,"4,602.09",147.96
2020/08/30,"4,680.91",150.49
2020/08/31,"4,656.23",149.70
2020/09/01,"4,679.35",150.44
2020/09/02,"4,558.68",146.56
2020/09/03,"4,402.05",141.53
2020/09/04,"4,466.54",143.60
2020/09/06,"4,450.04",143.07
2020/09/07,"4,451.47",143.12
2020/09/08,"4,427.89",142.36
2020/09/09,"4,487.37",144.27
2020/09/10,"4,465.48",143.57
2020/09/11,"4,439.75",142.74
2020/09/13,"4,450.00",143.07
2020/09/14,"4,514.32",145.14
2020/09/15,"4,510.60",145.02
2020/09/16,"4,516.09",145.20
2020/09/17,"4,498.17",144.62
2020/09/18,"4,456.37",143.28
2020/09/20,"4,441.37",142.79
2020/09/21,"4,158.42",133.70
2020/09/22,"4,063.82",130.66
2020/09/23,"3,784.77",121.68
2020/09/24,"3,852.64",123.87
2020/09/25,"3,792.55",121.93
2020/09/27,"3,809.90",122.49
2020/09/28,"3,946.05",126.87
2020/09/29,"4,026.88",129.47
2020/09/30,"3,869.88",124.42
2020/10/01,"3,931.47",126.40
2020/10/02,"3,910.14",125.71
2020/10/05,"4,010.05",128.93
2020/10/06,"3,827.09",123.04
2020/10/07,"3,896.89",125.29
2020/10/08,"3,916.18",125.91
2020/10/09,"4,118.75",132.42
2020/10/12,"4,124.34",132.60
2020/10/13,"3,961.83",127.38
2020/10/14,"3,961.17",127.35
2020/10/15,"3,953.02",127.09
2020/10/16,"3,931.22",126.39
2020/10/19,"3,968.29",127.58
2020/10/20,"4,019.84",129.24
2020/10/21,"4,051.78",130.27
